VehicleID,ClientID,Marque,Modele,Version,Annee,Categorie,Carburant,Transmission,PuissanceDIN,PuissanceCV,ValeurNeuve,ValeurActuelle,NombrePlaces,Poids,Cylindree,Couleur,NombrePortes,VIN,Immatriculation,Etat
VH000143,CL000143,Volkswagen,Polo,Polo Business,2015,Citadine,Hybride,Manuelle,95,5,252000,127587.15,5,1100,999,Argent,5,WVW38F45A466D925A,22247|RY|8,Correct
VH000144,CL000144,Renault,Duster,Duster Business,2023,SUV,Diesel,Automatique,115,6,245000,166960.64,5,1280,1461,Argent,5,VF149F96748E0C7AE,00144-C-4,Bon
VH000145,CL000145,BMW,Série 1,Série 1 Business,2020,Compacte,Diesel,Manuelle,140,8,425000,257700.88,5,1380,1995,Gris,5,WBA3B8C5CD1C56836,25615|SW|7,Excellent
VH000146,CL000146,Dacia,Sandero,Sandero Business,2013,Citadine,Hybride,Manuelle,65,4,140000,62631.11,5,1050,999,Blanc,5,UU15179786E82F4E0,64662|LR|5,Correct
VH000147,CL000147,Volkswagen,Tiguan,Tiguan Intens,2019,SUV,Diesel,Automatique,150,8,425000,237084.81,5,1580,1968,Bleu,5,WVW95AFDC341CCBED,00147-W-7,Usé
VH000148,CL000148,Toyota,Corolla,Corolla Iconic,2019,Berline,Diesel,Automatique,122,6,295000,164564.75,5,1350,1798,Vert,4,JTD770073AD26C859,78619|LB|4,Correct
VH000149,CL000149,Mercedes-Benz,GLC,GLC GT Line,2025,SUV,Diesel,Automatique,197,10,685000,602800.0,5,1820,1991,Vert,5,WDD099F58BFF20551,46649|DU|8,Correct
VH000150,CL000150,Toyota,RAV4,RAV4 Active,2020,SUV,Hybride,Automatique,177,8,476000,288624.98,5,1580,2487,Gris,5,JTDADCC2339C4A664,00150-T-2,Usé
VH000151,CL000151,Ford,Focus,Focus Iconic,2025,Compacte,Diesel,Automatique,125,6,275000,242000.0,5,1320,1499,Gris,5,WF04F63B25105AAEB,38278|AY|6,Bon
VH000152,CL000152,Dacia,Spring,Spring Iconic,2018,Citadine,Électrique,Automatique,45,2,162750,99207.34,4,970,0,Blanc,5,UU18EC4A4E2028776,57696|GF|5,Usé
VH000153,CL000153,Ford,Fiesta,Fiesta Active,2018,Citadine,Hybride,Automatique,85,5,218400,133129.86,5,1080,998,Rouge,5,WF0A8780A8962FB77,00153-H-7,Bon
VH000154,CL000154,Nissan,Micra,Micra Active,2016,Citadine,Hybride,Manuelle,71,4,184800,99536.07,5,980,999,Rouge,5,JN1BB7A3BBD8D402B,93161|ZB|1,Bon
VH000155,CL000155,Peugeot,208,208 Active,2017,Citadine,Essence,Manuelle,100,5,215000,123193.88,5,1120,1199,Rouge,5,VF3BF78AE6C680AA6,22062|WN|8,Correct
VH000156,CL000156,Peugeot,2008,2008 GT Line,2015,SUV,Essence,Manuelle,110,6,275000,139232.01,5,1200,1199,Gris,5,VF3CDA8EA43CCCE63,00156-H-5,Usé
VH000157,CL000157,Fiat,500,500 Business,2018,Citadine,Hybride,Automatique,70,4,184800,112648.34,4,960,999,Marron,3,ZFA802CC049501C82,10442|YT|2,Bon
VH000158,CL000158,Volkswagen,Tiguan,Tiguan Active,2017,SUV,Essence,Automatique,150,8,425000,243522.79,5,1580,1968,Gris,5,WVWF3FC92F02D45D0,32382|RA|2,Bon
VH000159,CL000159,Ford,Focus,Focus GT Line,2016,Compacte,Essence,Manuelle,125,6,275000,148119.16,5,1320,1499,Argent,5,WF0F4E67123D9E74B,00159-A-2,Excellent
VH000160,CL000160,Peugeot,3008,3008 Active,2021,SUV,Diesel,Manuelle,130,7,385000,253746.39,5,1420,1199,Vert,5,VF39AC205EEBFE461,76988|MM|9,Correct
VH000161,CL000161,Dacia,Duster,Duster Intens,2022,SUV,Essence,Automatique,90,5,195000,139696.63,5,1230,1461,Rouge,5,UU15E2387D9D49D76,11676|JU|9,Bon
VH000162,CL000162,Ford,Focus,Focus Business,2013,Compacte,Diesel,Manuelle,125,6,275000,123025.4,5,1320,1499,Noir,5,WF052B8197A19237E,00162-W-6,Bon
VH000163,CL000163,Renault,Megane IV,Megane IV GT Line,2012,Compacte,Essence,Automatique,130,7,285000,119849.11,5,1320,1332,Rouge,5,VF1846DDE710DF5CB,20189|MG|1,Bon
VH000164,CL000164,Dacia,Spring,Spring GT Line,2016,Citadine,Électrique,Automatique,45,2,162750,87659.61,4,970,0,Blanc,5,UU1DD74371299D63F,80208|TX|1,Bon
VH000165,CL000165,Suzuki,Vitara,Vitara Iconic,2023,SUV,Diesel,Automatique,102,6,245000,166960.64,5,1180,1373,Beige,5,JS21EB14E71B18838,00165-D-3,Excellent
VH000166,CL000166,Ford,Fiesta,Fiesta Iconic,2020,Citadine,Essence,Automatique,85,5,195000,118239.23,5,1080,998,Noir,5,WF0DA982A037223B5,84792|ZS|3,Bon
VH000167,CL000167,Mercedes-Benz,Classe E,Classe E Intens,2019,Berline,Essence,Manuelle,197,11,725000,404438.79,5,1680,1991,Argent,4,WDD7E0D21CCCD25E6,73684|RT|1,Correct
VH000168,CL000168,Nissan,Navara,Navara Intens,2019,Pick-up,Hybride,Manuelle,163,9,431200,240543.45,5,2100,2298,Argent,4,JN1CB004802835C2A,00168-H-1,Usé
VH000169,CL000169,Ford,Focus,Focus Iconic,2013,Compacte,Essence,Automatique,125,6,275000,123025.4,5,1320,1499,Rouge,5,WF0573784A3878CD1,55180|JE|3,Bon
VH000170,CL000170,Peugeot,208,208 Intens,2013,Citadine,Essence,Automatique,100,5,215000,96183.5,5,1120,1199,Beige,5,VF302AEEAA42E6231,62811|SU|3,Correct
VH000171,CL000171,Dacia,Spring,Spring GT Line,2023,Citadine,Électrique,Manuelle,45,2,162750,110909.57,4,970,0,Gris,5,UU19495BB4B74E6B2,00171-W-5,Bon
VH000172,CL000172,Renault,Clio V,Clio V Active,2025,Citadine,Hybride,Manuelle,90,5,207200,182336.0,5,1150,999,Beige,5,VF1339A5851984555,20662|RD|2,Bon
VH000173,CL000173,Fiat,500,500 Business,2013,Citadine,Essence,Automatique,70,4,165000,73815.24,4,960,999,Vert,3,ZFA3AA25E926010C5,22562|AM|1,Usé
VH000174,CL000174,Toyota,Corolla,Corolla GT Line,2023,Berline,Essence,Manuelle,122,6,295000,201034.24,5,1350,1798,Gris,4,JTDE709A8D377F9FE,00174-E-9,Correct
VH000175,CL000175,Fiat,Tipo,Tipo Active,2016,Berline,Hybride,Manuelle,95,5,218400,117633.54,5,1180,1368,Gris,4,ZFAF42BE6736CA383,21393|MT|4,Correct
VH000176,CL000176,Toyota,RAV4,RAV4 Business,2016,SUV,Hybride,Automatique,177,8,476000,256380.79,5,1580,2487,Beige,5,JTD7CFE8359AA8084,62462|ZL|8,Bon
VH000177,CL000177,Toyota,RAV4,RAV4 GT Line,2013,SUV,Diesel,Manuelle,177,8,425000,190130.17,5,1580,2487,Marron,5,JTD3FC3A9D50444A2,00177-W-9,Bon
VH000178,CL000178,Nissan,Micra,Micra Business,2016,Citadine,Hybride,Manuelle,71,4,184800,99536.07,5,980,999,Blanc,5,JN19FC00C1100DED6,77982|MV|1,Bon
VH000179,CL000179,Suzuki,Vitara,Vitara Iconic,2023,SUV,Diesel,Manuelle,102,6,245000,166960.64,5,1180,1373,Beige,5,JS23F0D6AB4C6F186,81550|VY|3,Bon
VH000180,CL000180,Renault,Clio V,Clio V GT Line,2012,Citadine,Diesel,Automatique,90,5,185000,77796.79,5,1150,999,Noir,5,VF1C8EFB3A0E24529,00180-C-1,Correct
VH000181,CL000181,Suzuki,Vitara,Vitara Intens,2022,SUV,Hybride,Automatique,102,6,274400,196578.23,5,1180,1373,Marron,5,JS20080F561845D4A,24177|SA|8,Correct
VH000182,CL000182,Nissan,Navara,Navara Business,2022,Pick-up,Diesel,Manuelle,163,9,385000,275811.29,5,2100,2298,Vert,4,JN1157CE5614CE7AF,16024|WF|8,Correct
VH000183,CL000183,Volkswagen,Tiguan,Tiguan Business,2023,SUV,Essence,Manuelle,150,8,425000,289625.6,5,1580,1968,Noir,5,WVWD48FE6D0FBCB8B,00183-T-5,Correct
VH000184,CL000184,Ford,Fiesta,Fiesta GT Line,2012,Citadine,Diesel,Manuelle,85,5,195000,82002.02,5,1080,998,Blanc,5,WF0392FE58E70A106,74911|EW|3,Bon
VH000185,CL000185,Volkswagen,Golf,Golf Iconic,2019,Compacte,Diesel,Automatique,110,6,315000,175721.68,5,1280,999,Marron,5,WVW151B443540996E,96815|EX|8,Excellent
VH000186,CL000186,Peugeot,2008,2008 Intens,2024,SUV,Diesel,Automatique,110,6,275000,212960.0,5,1200,1199,Blanc,5,VF38646FCB1225960,00186-A-8,Correct
VH000187,CL000187,Renault,Clio V,Clio V Active,2021,Citadine,Hybride,Manuelle,90,5,207200,136561.69,5,1150,999,Bleu,5,VF15A42F4E8806662,15133|CH|8,Usé
VH000188,CL000188,Dacia,Logan,Logan Iconic,2014,Berline,Essence,Manuelle,90,5,135000,64249.24,5,1100,999,Marron,4,UU1FB5C0DC5B2E034,24901|UX|8,Excellent
VH000189,CL000189,Mercedes-Benz,Classe A,Classe A Business,2017,Compacte,Hybride,Manuelle,136,7,498400,285580.61,5,1360,1332,Gris,5,WDD1327E5E1857133,00189-T-1,Bon
VH000190,CL000190,Renault,Duster,Duster GT Line,2024,SUV,Essence,Automatique,115,6,245000,189728.0,5,1280,1461,Vert,5,VF166EC1853336DAC,30658|XA|5,Bon
VH000191,CL000191,Audi,Q5,Q5 GT Line,2024,SUV,Hybride,Automatique,190,10,700000,542080.0,5,1780,1984,Rouge,5,WAU42423102C88C07,27394|WG|4,Excellent
VH000192,CL000192,Peugeot,3008,3008 GT Line,2021,SUV,Diesel,Automatique,130,7,385000,253746.39,5,1420,1199,Noir,5,VF38810B88081D824,00192-H-7,Excellent
VH000193,CL000193,Fiat,500,500 GT Line,2013,Citadine,Diesel,Manuelle,70,4,165000,73815.24,4,960,999,Noir,3,ZFA035049C906652C,90358|GD|9,Correct
VH000194,CL000194,Dacia,Sandero,Sandero Active,2012,Citadine,Hybride,Automatique,65,4,140000,58873.25,5,1050,999,Noir,5,UU17D775EC1573913,91195|ZN|5,Excellent
VH000195,CL000195,Suzuki,Swift,Swift Intens,2023,Citadine,Essence,Automatique,83,4,155000,105628.16,5,950,1197,Rouge,5,JS2A71A6895434C4A,00195-A-3,Bon
VH000196,CL000196,Audi,A4,A4 Intens,2024,Berline,Essence,Manuelle,150,9,485000,375584.0,5,1520,1968,Noir,4,WAU9C8E1D4FBD470E,54878|GL|7,Bon
VH000197,CL000197,BMW,Série 1,Série 1 Intens,2012,Compacte,Diesel,Automatique,140,8,425000,178722.36,5,1380,1995,Bleu,5,WBA6A3302204A0201,33578|ZY|9,Bon
VH000198,CL000198,Dacia,Duster,Duster GT Line,2024,SUV,Diesel,Automatique,90,5,195000,151008.0,5,1230,1461,Argent,5,UU17921A86B6D1451,00198-B-8,Excellent
VH000199,CL000199,BMW,Série 3,Série 3 Business,2012,Berline,Diesel,Automatique,184,10,525000,220774.67,5,1520,1998,Argent,4,WBAB1DD59715088A9,64786|BK|4,Correct
VH000200,CL000200,Renault,Megane IV,Megane IV Active,2019,Compacte,Diesel,Automatique,130,7,285000,158986.28,5,1320,1332,Argent,5,VF18A656B5B6A1B21,52518|BC|7,Bon
VH000201,CL000201,Mercedes-Benz,Classe A,Classe A Business,2018,Compacte,Essence,Automatique,136,7,445000,271258.18,5,1360,1332,Noir,5,WDD37CA2CC56D2DAF,00201-H-5,Correct
VH000202,CL000202,BMW,Série 3,Série 3 Active,2022,Berline,Diesel,Automatique,184,10,525000,376106.3,5,1520,1998,Vert,4,WBACD547013122426,75953|XP|8,Bon
VH000203,CL000203,Nissan,Qashqai,Qashqai Business,2023,SUV,Essence,Manuelle,140,7,325000,221478.4,5,1380,1332,Argent,5,JN1E172492E6D5893,41683|BN|6,Excellent
VH000204,CL000204,BMW,X5,X5 Business,2012,SUV,Hybride,Automatique,265,14,1002400,421532.45,5,2150,2998,Gris,5,WBA1A41222EE30863,00204-H-1,Correct
VH000205,CL000205,Hyundai,i10,i10 GT Line,2015,Citadine,Essence,Automatique,67,4,145000,73413.24,5,920,998,Beige,5,KMH589A60A1529FC0,33319|PP|8,Excellent
VH000206,CL000206,Audi,A4,A4 Active,2020,Berline,Essence,Manuelle,150,9,485000,294082.18,5,1520,1968,Blanc,4,WAU51AEA411D835F6,68656|WR|5,Excellent
VH000207,CL000207,Ford,Focus,Focus Intens,2016,Compacte,Diesel,Manuelle,125,6,275000,148119.16,5,1320,1499,Blanc,5,WF067FA22FD2F7793,00207-B-6,Bon
VH000208,CL000208,Toyota,Corolla,Corolla Iconic,2015,Berline,Diesel,Manuelle,122,6,295000,149357.97,5,1350,1798,Rouge,4,JTD89B3DEFDAD269E,91432|SY|1,Correct
VH000209,CL000209,BMW,X3,X3 Intens,2012,SUV,Hybride,Manuelle,190,11,700000,294366.23,5,1780,1998,Blanc,5,WBA8031642B1F0781,22581|MF|7,Correct
VH000210,CL000210,Suzuki,Vitara,Vitara Active,2019,SUV,Hybride,Automatique,102,6,274400,153073.11,5,1180,1373,Bleu,5,JS2E5D4CAF6721131,00210-E-4,Excellent
VH000211,CL000211,Toyota,Corolla,Corolla Business,2024,Berline,Diesel,Manuelle,122,6,295000,228448.0,5,1350,1798,Blanc,4,JTDADE3F7D38E2D4F,20476|AA|6,Bon
VH000212,CL000212,Volkswagen,Polo,Polo Active,2015,Citadine,Essence,Manuelle,95,5,225000,113917.1,5,1100,999,Bleu,5,WVWB0ECB73D63704F,34667|XY|3,Bon
VH000213,CL000213,BMW,X3,X3 GT Line,2012,SUV,Hybride,Manuelle,190,11,700000,294366.23,5,1780,1998,Argent,5,WBAEE9DDD3A946DE0,00213-W-5,Correct
VH000214,CL000214,Dacia,Spring,Spring Business,2012,Citadine,Électrique,Automatique,45,2,162750,68440.15,4,970,0,Argent,5,UU14398CFBE6E4A78,42624|EP|1,Correct
VH000215,CL000215,Fiat,Tipo,Tipo Business,2021,Berline,Essence,Manuelle,95,5,195000,128520.9,5,1180,1368,Argent,4,ZFA15506C756354E2,14165|LF|3,Correct
VH000216,CL000216,BMW,Série 3,Série 3 Business,2022,Berline,Hybride,Automatique,184,10,588000,421239.06,5,1520,1998,Rouge,4,WBAE3BC2315D439C5,00216-W-7,Correct
VH000217,CL000217,Kia,Sportage,Sportage Business,2021,SUV,Essence,Manuelle,150,7,335000,220792.31,5,1480,1598,Marron,5,KNA3943458C42A8D2,83282|EZ|4,Excellent
VH000218,CL000218,Volkswagen,Passat,Passat Iconic,2024,Berline,Diesel,Manuelle,150,8,385000,298144.0,5,1480,1968,Vert,4,WVWE84CA1242B2DF6,72093|FF|4,Excellent
VH000219,CL000219,Dacia,Duster,Duster Iconic,2019,SUV,Hybride,Manuelle,90,5,218400,121833.7,5,1230,1461,Argent,5,UU148FB991D89E2F8,00219-T-4,Correct
VH000220,CL000220,Citroën,C5 Aircross,C5 Aircross Iconic,2021,SUV,Hybride,Automatique,130,7,386400,254669.1,5,1480,1199,Blanc,5,VF7226090C5633AE8,80579|BJ|1,Correct
VH000221,CL000221,Renault,Clio V,Clio V GT Line,2020,Citadine,Essence,Manuelle,90,5,185000,112175.68,5,1150,999,Noir,5,VF1A1E442709B68AA,97541|RJ|9,Bon
VH000222,CL000222,Suzuki,Swift,Swift Iconic,2018,Citadine,Diesel,Automatique,83,4,155000,94483.19,5,950,1197,Marron,5,JS29BD29BAE602F29,00222-C-1,Correct
VH000223,CL000223,Fiat,500,500 GT Line,2019,Citadine,Diesel,Automatique,70,4,165000,92044.69,4,960,999,Beige,3,ZFAE63B6820427852,79673|LE|1,Excellent
VH000224,CL000224,Toyota,RAV4,RAV4 Iconic,2020,SUV,Essence,Automatique,177,8,425000,257700.88,5,1580,2487,Noir,5,JTD9BAA8B490E1CAE,86557|ZG|5,Correct
VH000225,CL000225,Kia,Picanto,Picanto Intens,2021,Citadine,Diesel,Manuelle,67,4,135000,88976.01,5,900,998,Bleu,5,KNA0821C9AC4B70AD,00225-E-1,Bon
VH000226,CL000226,Audi,A3,A3 Iconic,2016,Compacte,Hybride,Automatique,150,8,476000,256380.79,5,1380,1498,Blanc,5,WAU27CBBE67A37D1B,50131|HP|9,Correct
VH000227,CL000227,Nissan,Micra,Micra Iconic,2021,Citadine,Diesel,Automatique,71,4,165000,108748.45,5,980,999,Vert,5,JN190E437EB78BA78,15018|DF|8,Bon
VH000228,CL000228,Renault,Megane IV,Megane IV GT Line,2015,Compacte,Essence,Manuelle,130,7,285000,144294.99,5,1320,1332,Blanc,5,VF196658D22626C6E,00228-B-1,Usé
VH000229,CL000229,Suzuki,Vitara,Vitara Intens,2014,SUV,Diesel,Automatique,102,6,245000,116600.48,5,1180,1373,Marron,5,JS29645FBBCE25884,90920|MD|1,Bon
VH000230,CL000230,Nissan,Navara,Navara Business,2018,Pick-up,Essence,Manuelle,163,9,385000,234684.04,5,2100,2298,Blanc,4,JN18A7AED1C7C72E6,78421|LK|7,Bon
VH000231,CL000231,Ford,Fiesta,Fiesta Business,2022,Citadine,Hybride,Manuelle,85,5,218400,156460.22,5,1080,998,Beige,5,WF026F25B83230BB0,00231-D-7,Bon
VH000232,CL000232,Kia,Sportage,Sportage Iconic,2014,SUV,Hybride,Automatique,150,7,375200,178565.3,5,1480,1598,Blanc,5,KNA8CAAFFD75B0978,67057|HW|4,Usé
VH000233,CL000233,Volkswagen,Polo,Polo Iconic,2012,Citadine,Diesel,Manuelle,95,5,225000,94617.72,5,1100,999,Argent,5,WVW7DC4D4991C2B85,52840|ZL|4,Bon
VH000234,CL000234,Suzuki,Vitara,Vitara Business,2020,SUV,Essence,Automatique,102,6,245000,148556.98,5,1180,1373,Argent,5,JS260ACA809181B32,00234-W-9,Bon
VH000235,CL000235,Kia,Sportage,Sportage Business,2014,SUV,Essence,Automatique,150,7,335000,159433.31,5,1480,1598,Beige,5,KNADC093CEF88C200,86018|KG|7,Bon
VH000236,CL000236,Renault,Megane IV,Megane IV Business,2021,Compacte,Hybride,Manuelle,130,7,319200,210378.82,5,1320,1332,Noir,5,VF13838FE8C8B5A4E,90162|LV|2,Excellent
VH000237,CL000237,Dacia,Logan,Logan GT Line,2015,Berline,Diesel,Manuelle,90,5,135000,68350.26,5,1100,999,Vert,4,UU12B9CD032868983,00237-A-8,Correct
VH000238,CL000238,Dacia,Sandero,Sandero Intens,2023,Citadine,Diesel,Automatique,65,4,125000,85184.0,5,1050,999,Gris,5,UU1E88AB5891D8864,27324|AT|4,Bon
VH000239,CL000239,Dacia,Duster,Duster Business,2016,SUV,Essence,Manuelle,90,5,195000,105029.95,5,1230,1461,Argent,5,UU11178B796E078FB,97396|BZ|6,Bon
VH000240,CL000240,Renault,Clio V,Clio V Iconic,2021,Citadine,Diesel,Automatique,90,5,185000,121930.08,5,1150,999,Vert,5,VF1211C7847BFA347,00240-E-2,Bon
VH000241,CL000241,Dacia,Duster,Duster Active,2025,SUV,Essence,Automatique,90,5,195000,171600.0,5,1230,1461,Noir,5,UU10C06B8C833A3D5,61458|LC|2,Correct
VH000242,CL000242,Renault,Captur,Captur Business,2020,SUV,Diesel,Manuelle,110,6,265000,160684.08,5,1220,999,Noir,5,VF1FE4189F40EBCBD,28417|BF|1,Excellent
VH000243,CL000243,Ford,Focus,Focus Active,2022,Compacte,Diesel,Automatique,125,6,275000,197008.06,5,1320,1499,Bleu,5,WF0D3EF66806BFBE4,00243-E-4,Correct
VH000244,CL000244,Peugeot,208,208 GT Line,2023,Citadine,Diesel,Manuelle,100,5,215000,146516.48,5,1120,1199,Gris,5,VF326E723F7B25DF9,78164|ML|3,Excellent
VH000245,CL000245,Dacia,Spring,Spring Intens,2019,Citadine,Électrique,Automatique,45,2,162750,90789.53,4,970,0,Gris,5,UU15D7FF79F355415,55844|CJ|8,Correct
VH000246,CL000246,Renault,Megane IV,Megane IV Active,2022,Compacte,Diesel,Automatique,130,7,285000,204171.99,5,1320,1332,Bleu,5,VF1D10446C08AA977,00246-T-6,Excellent
VH000247,CL000247,Dacia,Duster,Duster Iconic,2019,SUV,Essence,Manuelle,90,5,195000,108780.09,5,1230,1461,Rouge,5,UU143331005C910EE,32668|CX|4,Bon
VH000248,CL000248,Citroën,C4,C4 Iconic,2025,Compacte,Essence,Manuelle,110,6,265000,233200.0,5,1240,1199,Rouge,5,VF7E7620E6D9D84C7,51471|GP|4,Usé
VH000249,CL000249,Renault,Captur,Captur Business,2013,SUV,Hybride,Automatique,110,6,296800,132777.96,5,1220,999,Noir,5,VF1511E50205735D5,00249-C-1,Correct
VH000250,CL000250,Renault,Captur,Captur GT Line,2023,SUV,Hybride,Automatique,110,6,296800,202260.89,5,1220,999,Argent,5,VF1A4B6C46F2DFDBF,42905|DP|7,Correct
VH000251,CL000251,Volkswagen,Golf,Golf GT Line,2012,Compacte,Essence,Automatique,110,6,315000,132464.8,5,1280,999,Bleu,5,WVW31E0AF0C6A2138,32801|MF|5,Excellent
VH000252,CL000252,Nissan,Qashqai,Qashqai GT Line,2021,SUV,Diesel,Automatique,140,7,325000,214201.5,5,1380,1332,Gris,5,JN161974F9A80FD26,00252-D-4,Bon
VH000253,CL000253,Hyundai,Accent,Accent Iconic,2019,Berline,Hybride,Manuelle,100,5,218400,121833.7,5,1100,1368,Beige,4,KMH8C9A3A52F02BB8,44583|LF|9,Correct
VH000254,CL000254,Renault,Clio V,Clio V Intens,2015,Citadine,Essence,Automatique,90,5,185000,93665.17,5,1150,999,Blanc,5,VF1E99B61F2C81C00,49265|LS|6,Correct
VH000255,CL000255,Dacia,Sandero,Sandero Intens,2021,Citadine,Hybride,Manuelle,65,4,140000,92271.41,5,1050,999,Marron,5,UU1137AB495942A29,00255-D-3,Excellent
VH000256,CL000256,Nissan,Navara,Navara Intens,2020,Pick-up,Diesel,Manuelle,163,9,385000,233446.68,5,2100,2298,Bleu,4,JN1E7FC0F7D5343A4,99349|LM|7,Bon
VH000257,CL000257,Peugeot,2008,2008 Active,2015,SUV,Essence,Automatique,110,6,275000,139232.01,5,1200,1199,Noir,5,VF31354639D57EA48,42250|KH|5,Excellent
VH000258,CL000258,Toyota,Yaris,Yaris Iconic,2024,Citadine,Diesel,Manuelle,72,4,185000,143264.0,5,980,998,Blanc,5,JTD967F632CF788E9,00258-E-9,Excellent
VH000259,CL000259,Mercedes-Benz,Classe A,Classe A Intens,2023,Compacte,Essence,Manuelle,136,7,445000,303255.04,5,1360,1332,Marron,5,WDDC41F60A6039836,60194|VD|7,Usé
VH000260,CL000260,Dacia,Spring,Spring Business,2017,Citadine,Électrique,Manuelle,45,2,162750,93254.9,4,970,0,Beige,5,UU1C8BC8B9D0114FF,98910|JE|6,Bon
VH000261,CL000261,Renault,Clio V,Clio V Iconic,2018,Citadine,Hybride,Manuelle,90,5,207200,126302.68,5,1150,999,Rouge,5,VF1740C4B3A879D95,00261-B-2,Bon
VH000262,CL000262,Audi,Q5,Q5 Iconic,2023,SUV,Hybride,Manuelle,190,10,700000,477030.4,5,1780,1984,Blanc,5,WAUD6916FCC2D90A2,57012|LE|3,Bon
VH000263,CL000263,Audi,A4,A4 Intens,2025,Berline,Essence,Manuelle,150,9,485000,426800.0,5,1520,1968,Marron,4,WAUECA43C16E52801,67655|RB|8,Bon
VH000264,CL000264,Fiat,500,500 Iconic,2018,Citadine,Essence,Manuelle,70,4,165000,100578.87,4,960,999,Marron,3,ZFAB0667AFEB70D3F,00264-D-4,Bon
VH000265,CL000265,Dacia,Sandero,Sandero Intens,2021,Citadine,Hybride,Manuelle,65,4,140000,92271.41,5,1050,999,Vert,5,UU152B24ED383F2C6,34401|PJ|8,Correct
VH000266,CL000266,Audi,A3,A3 Iconic,2017,Compacte,Diesel,Manuelle,150,8,425000,243522.79,5,1380,1498,Gris,5,WAUE7D507271384A7,12645|LY|8,Bon
VH000267,CL000267,Renault,Captur,Captur Business,2019,SUV,Diesel,Automatique,110,6,265000,147829.35,5,1220,999,Noir,5,VF1728E6923C72A52,00267-T-2,Usé
VH000268,CL000268,BMW,X5,X5 Iconic,2016,SUV,Essence,Manuelle,265,14,895000,482060.53,5,2150,2998,Rouge,5,WBA52606058472292,21790|UZ|5,Excellent
VH000269,CL000269,Nissan,Navara,Navara Iconic,2014,Pick-up,Hybride,Manuelle,163,9,431200,205216.84,5,2100,2298,Blanc,4,JN1C2235733C199F4,52903|WW|9,Usé
VH000270,CL000270,Renault,Duster,Duster Intens,2016,SUV,Diesel,Automatique,115,6,245000,131960.7,5,1280,1461,Bleu,5,VF1861CF93A6E43EE,00270-C-9,Excellent
VH000271,CL000271,Hyundai,Creta,Creta Business,2025,SUV,Hybride,Manuelle,120,6,296800,261184.0,5,1250,1497,Gris,5,KMH05F644998C3E81,94358|AS|1,Bon
VH000272,CL000272,Audi,A4,A4 Intens,2012,Berline,Hybride,Manuelle,150,9,543200,228428.2,5,1520,1968,Blanc,4,WAU65DCDBC5F50EC2,99327|BJ|1,Bon
VH000273,CL000273,Volkswagen,Golf,Golf GT Line,2019,Compacte,Hybride,Manuelle,110,6,352800,196808.28,5,1280,999,Argent,5,WVW4D4EF536537254,00273-C-9,Correct
VH000274,CL000274,Peugeot,208,208 Active,2015,Citadine,Essence,Manuelle,100,5,215000,108854.11,5,1120,1199,Vert,5,VF3DACAF058462A71,35006|GC|9,Excellent
VH000275,CL000275,Renault,Captur,Captur Business,2012,SUV,Hybride,Automatique,110,6,296800,124811.28,5,1220,999,Vert,5,VF16B052F06052161,69873|VF|7,Correct
VH000276,CL000276,Toyota,Corolla,Corolla Active,2017,Berline,Diesel,Automatique,122,6,295000,169033.47,5,1350,1798,Vert,4,JTD2D629A2C6D19DC,00276-B-2,Bon
VH000277,CL000277,Hyundai,Creta,Creta Intens,2021,SUV,Hybride,Automatique,120,6,296800,195615.4,5,1250,1497,Blanc,5,KMH87C154C0E77B09,95620|SP|2,Bon
VH000278,CL000278,Renault,Clio V,Clio V GT Line,2016,Citadine,Essence,Manuelle,90,5,185000,99643.8,5,1150,999,Gris,5,VF1393852339CE3C4,93149|EH|8,Correct
VH000279,CL000279,Ford,Fiesta,Fiesta GT Line,2024,Citadine,Diesel,Manuelle,85,5,195000,151008.0,5,1080,998,Blanc,5,WF05D3F5594C05957,00279-C-1,Bon
VH000280,CL000280,Fiat,Tipo,Tipo GT Line,2016,Berline,Hybride,Manuelle,95,5,218400,117633.54,5,1180,1368,Argent,4,ZFA3FEB3C00B808D9,54013|AG|5,Bon
VH000281,CL000281,Hyundai,i10,i10 Active,2025,Citadine,Essence,Automatique,67,4,145000,127600.0,5,920,998,Beige,5,KMH09B06AF757C605,81564|UZ|3,Bon
VH000282,CL000282,Peugeot,208,208 Business,2023,Citadine,Diesel,Manuelle,100,5,215000,146516.48,5,1120,1199,Beige,5,VF3DC15E9B32C472F,00282-B-2,Excellent
VH000283,CL000283,Ford,Fiesta,Fiesta Active,2023,Citadine,Essence,Automatique,85,5,195000,132887.04,5,1080,998,Bleu,5,WF022DEF1A3EF0190,44724|KL|2,Bon
VH000284,CL000284,Dacia,Logan,Logan Intens,2017,Berline,Essence,Automatique,90,5,135000,77354.3,5,1100,999,Marron,4,UU113BC2297502E17,89112|PK|1,Correct
VH000285,CL000285,Ford,Fiesta,Fiesta Intens,2017,Citadine,Essence,Automatique,85,5,195000,111733.99,5,1080,998,Rouge,5,WF043F7C7999820D0,00285-H-2,Bon
VH000286,CL000286,Audi,A3,A3 Iconic,2022,Compacte,Hybride,Manuelle,150,8,476000,341003.05,5,1380,1498,Marron,5,WAUF26997BE33BB7E,75091|NE|4,Correct
