ClientID,Pack1,Score1,Pack2,Score2,Pack3,Score3,PrixEstime,Justification
CL000273,Gold+,59.7,Gold,59.1,VIP,56.6,27920.35,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000274,VIP,32.9,Silver,31.8,Business,31.7,18323.79,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000275,Gold+,77.3,VIP,76.9,Silver+,75.8,5490.15,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Gold+ est recommandé en priorité.
CL000276,Bronze,66.2,Gold+,66.2,Premium,66.1,4901.55,Le pack Bronze est recommandé en priorité.
CL000277,Eco,63.6,Eco+,49.3,Silver+,42.9,4222.65,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000278,Eco,86.9,Eco+,82.9,Bronze,72.7,5911.61,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000279,Premium,77.4,Eco,68.0,Eco+,65.1,16075.15,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000280,Eco+,65.8,Silver+,65.8,Bronze,65.7,2722.6,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000281,Eco,67.0,Bronze,65.3,Eco+,63.6,5581.75,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000282,Bronze,67.8,Eco+,63.5,Eco,63.0,6458.61,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Bronze est recommandé en priorité.
CL000283,Bronze,66.8,Eco,66.6,Silver,64.2,5480.02,Le conducteur roule beaucoup. Le pack Bronze est recommandé en priorité.
CL000284,Business,52.6,Premium,52.2,VIP,52.0,20043.9,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000285,Silver+,67.9,Gold+,66.9,Business,66.7,5650.83,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000286,VIP,74.8,Premium,74.1,Business,73.0,23446.0,Le véhicule possède une forte valeur. Le bonus est excellent. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack VIP est recommandé en priorité.
CL000287,Business,67.7,VIP,67.5,Premium,65.9,17689.37,La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000288,Eco,63.3,Eco+,62.9,Gold+,59.2,6027.13,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000289,Business,81.1,VIP,80.8,Premium,79.3,78385.15,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000290,Premium,89.2,Gold+,88.7,Business,87.3,18949.01,Le conducteur roule beaucoup. Le pack Premium est recommandé en priorité.
CL000291,Silver+,86.9,Gold,72.9,Eco+,67.6,4983.94,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000292,Business,87.4,Premium,82.9,Silver+,72.9,9243.92,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Business est recommandé en priorité.
CL000293,Gold,99.0,Gold+,99.0,Premium,99.0,26526.89,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000294,Eco,86.8,Eco+,71.2,Bronze,47.4,5455.3,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000295,Business,67.1,Gold,66.5,Silver+,65.6,12228.01,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000296,Premium,99.0,Business,99.0,VIP,93.8,14371.33,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000297,Silver,67.8,Bronze,67.2,Eco+,66.0,6106.91,Le stationnement en garage fermé réduit le risque vol. Le pack Silver est recommandé en priorité.
CL000298,Premium,67.7,VIP,67.5,Eco,66.7,18987.54,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le pack Premium est recommandé en priorité.
CL000299,Business,73.3,Premium,71.8,Gold+,71.0,57012.65,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000300,Gold+,69.3,VIP,68.1,Gold,67.1,28123.36,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack Gold+ est recommandé en priorité.
CL000301,Eco+,66.5,Eco,65.6,Silver+,51.7,4515.62,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000302,Premium,99.0,Business,99.0,Gold,92.8,25215.9,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000303,Eco,66.0,VIP,63.3,Premium,63.0,5158.73,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000304,Gold+,77.7,Premium,75.3,Business,75.1,22685.37,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack Gold+ est recommandé en priorité.
CL000305,Premium,69.4,Business,66.3,VIP,65.7,31458.76,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000306,Eco+,84.4,Bronze,84.1,Eco,83.7,3074.16,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000307,Eco+,77.4,Eco,77.3,Bronze,57.2,7218.25,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000308,Gold+,99.0,Premium,99.0,Business,99.0,70536.55,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées.
CL000309,Eco+,66.9,Eco,62.9,Gold,57.7,4267.58,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000310,Premium,78.0,VIP,76.4,Business,76.0,28845.51,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000311,VIP,69.6,Gold,67.9,Business,67.1,98853.28,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000312,Business,54.7,Premium,54.2,Eco+,49.8,30604.47,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000313,Business,86.7,Gold+,85.4,VIP,83.6,34679.86,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. Le pack Business est recommandé en priorité.
CL000314,Business,79.3,VIP,75.2,Eco,74.2,23394.99,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000315,Gold,78.0,Silver,75.5,Gold+,75.4,13599.37,Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000316,VIP,54.7,Business,53.5,Gold+,53.3,32048.24,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000317,Bronze,86.7,Eco,86.0,Eco+,85.4,4527.74,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000318,Gold+,88.7,Gold,86.0,Silver+,77.1,18034.0,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000319,Premium,99.0,Business,99.0,VIP,97.9,39127.82,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000320,Eco,97.8,Bronze,95.8,Eco+,95.7,8678.9,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000321,Gold+,69.2,Premium,67.2,Business,65.8,23316.15,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack Gold+ est recommandé en priorité.
CL000322,Bronze,32.5,Gold,32.3,VIP,31.6,6755.28,Le pack Bronze est recommandé en priorité.
CL000323,Gold,68.6,Premium,68.4,Eco+,67.5,19950.12,Le conducteur roule beaucoup. Le pack Gold est recommandé en priorité.
CL000324,Bronze,83.8,Eco+,83.4,Eco,83.0,9175.43,L'usage professionnel requiert des garanties adaptées. Le pack Bronze est recommandé en priorité.
CL000325,Eco,85.4,Eco+,82.8,Bronze,72.8,5585.34,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000326,Eco,47.0,Premium,42.5,VIP,42.1,3569.83,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000327,VIP,86.4,Business,86.2,Premium,85.1,18004.58,Le véhicule possède une forte valeur. Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000328,Gold+,99.0,Premium,99.0,Business,99.0,56417.27,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000329,Eco+,66.2,Silver+,66.2,Silver,64.6,4041.12,Le pack Eco+ est recommandé en priorité.
CL000330,Eco+,66.2,Eco,63.0,Silver,50.5,4307.64,Le pack Eco+ est recommandé en priorité.
CL000331,Eco,72.8,Eco+,68.3,Business,57.2,4897.99,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000332,Silver+,75.9,Premium,75.8,VIP,75.6,9635.51,Le bonus est excellent. La marque premium justifie une protection étendue. Le pack Silver+ est recommandé en priorité.
CL000333,VIP,77.4,Silver+,75.5,Premium,74.8,16647.14,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000334,Silver,66.0,Gold+,65.5,Eco,64.6,6454.84,L'usage professionnel requiert des garanties adaptées. Le pack Silver est recommandé en priorité.
CL000335,Eco+,87.7,Eco,85.4,Bronze,72.6,4443.28,Le conducteur roule beaucoup. Le pack Eco+ est recommandé en priorité.
CL000336,Eco+,61.0,Eco,58.2,Gold,54.3,13564.56,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000337,Premium,99.0,Business,99.0,VIP,97.4,20927.72,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000338,Bronze,63.7,Eco+,63.6,Eco,62.3,4869.42,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000339,Eco,72.7,Eco+,67.5,Premium,55.0,6239.32,L'usage professionnel requiert des garanties adaptées. Le pack Eco est recommandé en priorité.
CL000340,Eco,67.1,Eco+,63.9,Silver+,52.5,4556.06,Le pack Eco est recommandé en priorité.
CL000341,Silver+,77.5,Gold+,76.7,Gold,73.4,7884.27,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000342,Business,83.9,VIP,79.8,Premium,79.2,42237.05,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Business est recommandé en priorité.
CL000343,Business,67.8,Bronze,67.5,Eco,65.1,10186.98,Le pack Business est recommandé en priorité.
CL000344,Eco,74.4,Eco+,73.4,Bronze,62.5,6135.8,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000345,Business,97.5,Gold+,95.8,Premium,93.5,14384.05,Le véhicule possède une forte valeur. Le bonus est excellent. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000346,Business,99.0,VIP,98.3,Premium,97.5,16327.11,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000347,Eco,72.7,Gold+,59.9,Premium,56.1,7038.13,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000348,Business,85.2,Premium,85.0,Silver+,84.8,9938.75,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000349,Eco+,86.9,Eco,85.0,Bronze,70.3,3073.93,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000350,Business,89.0,Gold+,88.5,Eco+,86.6,12190.77,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000351,Eco,67.7,Eco+,64.5,Bronze,64.5,5110.72,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000352,Premium,72.4,VIP,70.7,Gold,70.2,28984.59,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000353,Bronze,87.3,Eco,83.8,Eco+,83.3,3991.32,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000354,Gold,32.9,Silver,32.7,Business,31.1,10033.23,Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000355,Bronze,97.9,Eco,97.4,Eco+,96.8,12420.33,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Bronze est recommandé en priorité.
CL000356,Gold+,87.2,VIP,85.7,Premium,85.3,14298.88,Le véhicule possède une forte valeur. Le bonus est excellent. La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000357,Silver+,76.3,Eco,67.9,Bronze,67.8,4050.63,Le bonus est excellent. Le pack Silver+ est recommandé en priorité.
CL000358,Eco+,87.8,Eco,85.5,Bronze,83.5,1967.81,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000359,Eco+,87.5,Bronze,84.3,Eco,82.5,5831.22,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000360,Business,99.0,Premium,97.7,VIP,82.7,19283.74,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000361,Premium,99.0,Business,99.0,VIP,99.0,15930.0,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000362,Business,69.4,Gold,69.1,Premium,66.4,29858.99,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000363,Gold,77.3,VIP,77.1,Premium,76.8,5928.79,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000364,Business,82.5,Gold+,79.8,Gold,79.7,16403.67,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000365,Premium,84.5,VIP,81.9,Business,81.0,39792.1,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000366,Eco,66.5,Business,66.1,Premium,65.7,3653.42,Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000367,Eco+,67.9,Silver,67.7,Bronze,65.4,3596.42,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000368,Premium,90.4,VIP,88.7,Business,87.4,32105.33,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000369,Business,54.7,Gold+,53.0,Premium,52.2,35555.99,Le conducteur roule beaucoup. Le pack Business est recommandé en priorité.
CL000370,Silver+,77.4,Premium,76.8,Gold+,76.3,3849.98,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000371,Gold,51.7,Gold+,51.4,Premium,51.4,24150.74,Le conducteur roule beaucoup. Le pack Gold est recommandé en priorité.
CL000372,Premium,92.4,VIP,92.1,Business,88.7,7793.39,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000373,VIP,69.1,Premium,68.0,Gold+,67.8,46819.73,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack VIP est recommandé en priorité.
CL000374,Premium,68.5,VIP,68.2,Gold+,65.6,18579.67,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000375,VIP,92.9,Business,90.4,Premium,89.8,92532.5,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack VIP est recommandé en priorité.
CL000376,VIP,69.8,Business,65.3,Premium,64.2,56549.01,L'usage professionnel requiert des garanties adaptées. Le pack VIP est recommandé en priorité.
CL000377,Premium,53.5,Business,53.5,VIP,51.2,22928.44,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000378,Eco,66.9,Eco+,66.5,Gold+,56.8,6009.77,Le conducteur roule beaucoup. Le pack Eco est recommandé en priorité.
CL000379,Business,93.0,Premium,89.3,VIP,75.0,12395.01,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000380,Eco+,84.2,Eco,84.1,Bronze,72.4,6566.38,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000381,Eco,67.3,Eco+,63.8,Premium,59.6,7469.43,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000382,Eco,86.7,Eco+,84.1,Bronze,72.3,5904.39,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000383,Eco,67.8,Bronze,66.0,Eco+,64.5,4354.19,Le pack Eco est recommandé en priorité.
CL000384,Eco+,60.5,VIP,59.8,Premium,58.8,16574.94,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack Eco+ est recommandé en priorité.
CL000385,Premium,85.5,Business,83.8,Silver+,77.2,9128.57,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000386,VIP,92.7,Gold+,91.1,Gold,89.1,13630.29,Le véhicule possède une forte valeur. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000387,Premium,77.2,Business,75.8,Silver+,75.4,7160.81,Le bonus est excellent. Le pack Premium est recommandé en priorité.
CL000388,Gold,99.0,Silver+,84.4,Premium,83.1,9568.74,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000389,Eco,86.9,Eco+,85.0,Bronze,83.7,1999.97,Le bonus est excellent. Le pack Eco est recommandé en priorité.
CL000390,Eco,67.4,Eco+,65.3,Premium,57.2,4352.28,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000391,Gold+,94.4,Premium,91.8,VIP,91.2,26011.41,L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000392,Eco+,86.8,Eco,84.4,Bronze,69.4,6253.72,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000393,Eco,66.7,Eco+,65.7,Bronze,48.9,4050.29,Le conducteur roule beaucoup. Le pack Eco est recommandé en priorité.
CL000394,Silver+,67.5,Gold,67.5,Eco,65.9,8715.54,Le pack Silver+ est recommandé en priorité.
CL000395,Silver+,87.6,Gold+,85.8,Gold,84.7,7905.87,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000396,Silver+,82.4,Business,81.0,Premium,80.7,8075.75,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000397,Gold+,99.0,Premium,99.0,Business,99.0,14618.05,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000398,Eco,62.5,Eco+,62.1,Bronze,48.8,7460.21,Le pack Eco est recommandé en priorité.
CL000399,Gold,59.9,VIP,58.8,Gold+,57.9,32466.99,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Gold est recommandé en priorité.
CL000400,Silver+,72.7,Silver,67.2,Eco+,66.7,9611.33,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000401,Eco,83.5,Eco+,82.5,Bronze,67.5,3104.48,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000402,Eco+,87.9,Eco,87.0,Bronze,83.2,5586.86,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000403,Gold,66.9,Premium,65.0,Business,64.8,24216.14,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000404,Eco+,77.1,Eco,74.2,Bronze,61.4,7740.96,L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000405,Eco+,87.6,Eco,85.7,Bronze,84.8,9380.71,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000406,Eco,71.2,Premium,59.8,VIP,59.4,9335.7,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000407,Silver+,87.6,Eco+,86.1,Gold,84.9,3435.8,Le conducteur roule beaucoup. Le bonus est excellent. Le pack Silver+ est recommandé en priorité.
CL000408,Silver+,83.0,Premium,81.6,Gold+,81.0,10017.49,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000409,Gold,91.6,Gold+,91.0,Silver,79.7,35072.3,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000410,Gold+,92.8,Premium,90.9,Gold,90.2,12111.12,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000411,Eco+,86.9,Bronze,84.0,Eco,82.9,2601.83,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000412,Eco,67.5,Silver+,67.4,Silver,66.8,3516.22,Le pack Eco est recommandé en priorité.
CL000413,Eco,65.0,Premium,53.8,VIP,53.2,4350.91,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000414,VIP,69.7,Gold+,69.4,Gold,69.3,57697.74,Le conducteur roule beaucoup. Le pack VIP est recommandé en priorité.
CL000415,Bronze,87.9,Eco+,86.4,Eco,86.1,5770.46,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000416,Premium,99.0,Silver+,87.1,Silver,82.1,13493.17,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000417,Business,73.5,Gold+,72.3,Premium,70.7,51885.12,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000418,Business,55.9,Premium,55.7,VIP,55.3,20806.76,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000419,Bronze,97.0,Eco+,96.4,Eco,95.1,5255.4,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000420,Eco+,67.7,Eco,67.6,Bronze,64.7,7692.53,Le conducteur roule beaucoup. Le pack Eco+ est recommandé en priorité.
CL000421,Premium,99.0,VIP,99.0,Business,97.7,21310.05,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000422,Business,88.1,Gold+,87.3,Gold,86.3,17715.08,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000423,Eco,65.0,VIP,54.3,Premium,51.3,6218.92,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000424,Eco,62.2,Bronze,52.7,Eco+,48.8,4004.63,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
