GarageID,Nom,Ville,CodePostal,AgreeAssureur,Specialite,Note
G0382,Garage Maghreb Settat,Settat,26000,True,Toutes marques,3.2
G0383,Garage Premium Salé,Salé,11000,True,Premium,3.0
G0384,Garage Maghreb Laâyoune,Laâyoune,70000,False,Mécanique,4.0
G0385,Garage Auto Meknès,Meknès,50000,True,Carrosserie,4.3
G0386,Garage Express Marrakech,Marrakech,40000,True,Toutes marques,4.8
G0387,Garage Premium Agadir,Agadir,80000,True,Toutes marques,5.0
G0388,Garage Premium Mohammedia,Mohammedia,28800,True,Carrosserie,4.8
G0389,Garage Auto Casablanca,Casablanca,20000,True,Carrosserie,3.6
G0390,Garage Express Laâyoune,Laâyoune,70000,False,Premium,4.7
G0391,Garage Auto Beni Mellal,Beni Mellal,23000,True,Toutes marques,3.7
G0392,Garage Auto Beni Mellal,Beni Mellal,23000,True,Toutes marques,4.5
G0393,Garage Express Tétouan,Tétouan,93000,True,Premium,4.2
G0394,Garage Premium Mohammedia,Mohammedia,28800,True,Toutes marques,3.8
G0395,Garage Maghreb Fès,Fès,30000,True,Mécanique,3.6
G0396,Garage Atlas Oujda,Oujda,60000,True,Mécanique,3.5
G0397,Garage Auto Kénitra,Kénitra,14000,True,Toutes marques,3.5
G0398,Garage Maghreb Nador,Nador,62000,True,Toutes marques,3.9
G0399,Garage Premium Agadir,Agadir,80000,True,Toutes marques,4.3
G0400,Garage Auto Tétouan,Tétouan,93000,True,Premium,4.9
G0401,Garage Maghreb Khouribga,Khouribga,25000,False,Carrosserie,3.8
G0402,Garage Premium Laâyoune,Laâyoune,70000,True,Premium,4.4
G0403,Garage Atlas Essaouira,Essaouira,44000,False,Carrosserie,3.2
G0404,Garage Atlas Errachidia,Errachidia,52000,True,Premium,4.1
G0405,Garage Maghreb Tanger,Tanger,90000,True,Mécanique,3.2
G0406,Garage Express Meknès,Meknès,50000,False,Toutes marques,4.8
G0407,Garage Atlas Beni Mellal,Beni Mellal,23000,False,Premium,4.0
G0408,Garage Express Beni Mellal,Beni Mellal,23000,True,Mécanique,4.3
G0409,Garage Atlas Tétouan,Tétouan,93000,False,Carrosserie,4.6
G0410,Garage Express Meknès,Meknès,50000,True,Toutes marques,3.8
G0411,Garage Express Marrakech,Marrakech,40000,True,Toutes marques,5.0
G0412,Garage Atlas Khouribga,Khouribga,25000,True,Mécanique,3.4
G0413,Garage Premium Tanger,Tanger,90000,True,Mécanique,3.9
G0414,Garage Premium Mohammedia,Mohammedia,28800,True,Premium,4.3
G0415,Garage Atlas Nador,Nador,62000,True,Mécanique,4.1
G0416,Garage Atlas Oujda,Oujda,60000,True,Carrosserie,3.9
G0417,Garage Premium Laâyoune,Laâyoune,70000,False,Premium,3.5
G0418,Garage Maghreb Nador,Nador,62000,True,Premium,4.9
G0419,Garage Atlas Fès,Fès,30000,False,Toutes marques,3.5
G0420,Garage Atlas Marrakech,Marrakech,40000,True,Mécanique,4.2
G0421,Garage Maghreb Rabat,Rabat,10000,True,Mécanique,3.9
G0422,Garage Maghreb Laâyoune,Laâyoune,70000,True,Premium,4.0
G0423,Garage Maghreb Tétouan,Tétouan,93000,True,Carrosserie,3.5
G0424,Garage Express Tanger,Tanger,90000,True,Mécanique,3.6
G0425,Garage Express Rabat,Rabat,10000,True,Mécanique,4.1
G0426,Garage Auto Rabat,Rabat,10000,False,Carrosserie,4.4
G0427,Garage Maghreb El Jadida,El Jadida,24000,True,Mécanique,3.4
G0428,Garage Premium Laâyoune,Laâyoune,70000,True,Premium,3.6
G0429,Garage Premium Tanger,Tanger,90000,True,Mécanique,4.9
G0430,Garage Express Laâyoune,Laâyoune,70000,True,Mécanique,3.5
G0431,Garage Auto Meknès,Meknès,50000,True,Mécanique,4.7
G0432,Garage Express Marrakech,Marrakech,40000,True,Toutes marques,3.5
G0433,Garage Express Essaouira,Essaouira,44000,True,Toutes marques,3.4
G0434,Garage Express Errachidia,Errachidia,52000,True,Mécanique,3.4
G0435,Garage Auto Salé,Salé,11000,True,Premium,4.9
G0436,Garage Premium Fès,Fès,30000,True,Premium,3.8
G0437,Garage Express Oujda,Oujda,60000,True,Carrosserie,3.8
G0438,Garage Auto Laâyoune,Laâyoune,70000,True,Carrosserie,3.7
G0439,Garage Premium Khouribga,Khouribga,25000,True,Mécanique,4.5
G0440,Garage Maghreb Salé,Salé,11000,True,Carrosserie,3.8
G0441,Garage Maghreb Errachidia,Errachidia,52000,True,Toutes marques,3.5
G0442,Garage Express Errachidia,Errachidia,52000,False,Carrosserie,3.3
G0443,Garage Maghreb Salé,Salé,11000,False,Premium,4.0
G0444,Garage Auto Salé,Salé,11000,False,Mécanique,3.9
G0445,Garage Maghreb Nador,Nador,62000,True,Mécanique,3.4
G0446,Garage Atlas Laâyoune,Laâyoune,70000,True,Toutes marques,4.9
G0447,Garage Atlas Rabat,Rabat,10000,False,Premium,4.7
G0448,Garage Atlas Oujda,Oujda,60000,True,Toutes marques,3.4
G0449,Garage Auto Beni Mellal,Beni Mellal,23000,True,Mécanique,4.3
G0450,Garage Atlas Casablanca,Casablanca,20000,False,Toutes marques,3.0
G0451,Garage Express Kénitra,Kénitra,14000,True,Toutes marques,4.0
G0452,Garage Maghreb El Jadida,El Jadida,24000,True,Toutes marques,4.0
G0453,Garage Maghreb Oujda,Oujda,60000,True,Carrosserie,3.5
G0454,Garage Atlas Mohammedia,Mohammedia,28800,True,Mécanique,3.9
G0455,Garage Maghreb Oujda,Oujda,60000,True,Toutes marques,4.3
G0456,Garage Atlas Rabat,Rabat,10000,False,Mécanique,3.8
G0457,Garage Atlas Khouribga,Khouribga,25000,True,Premium,3.2
G0458,Garage Auto El Jadida,El Jadida,24000,True,Toutes marques,3.5
G0459,Garage Premium Errachidia,Errachidia,52000,True,Toutes marques,4.8
G0460,Garage Express Kénitra,Kénitra,14000,True,Premium,4.9
G0461,Garage Atlas Salé,Salé,11000,True,Premium,4.5
G0462,Garage Atlas Mohammedia,Mohammedia,28800,True,Premium,4.1
G0463,Garage Premium Errachidia,Errachidia,52000,True,Mécanique,4.5
G0464,Garage Atlas Tanger,Tanger,90000,True,Toutes marques,3.2
G0465,Garage Atlas Oujda,Oujda,60000,True,Mécanique,4.9
G0466,Garage Atlas Salé,Salé,11000,True,Mécanique,4.0
G0467,Garage Express Nador,Nador,62000,False,Mécanique,3.4
G0468,Garage Premium Errachidia,Errachidia,52000,True,Carrosserie,4.6
G0469,Garage Atlas Marrakech,Marrakech,40000,True,Premium,3.8
G0470,Garage Premium Tanger,Tanger,90000,True,Carrosserie,3.2
G0471,Garage Auto Casablanca,Casablanca,20000,False,Carrosserie,4.5
G0472,Garage Maghreb Fès,Fès,30000,True,Premium,3.9
G0473,Garage Express Laâyoune,Laâyoune,70000,False,Toutes marques,3.1
G0474,Garage Express Nador,Nador,62000,True,Carrosserie,4.7
G0475,Garage Auto Casablanca,Casablanca,20000,False,Mécanique,4.6
G0476,Garage Maghreb Laâyoune,Laâyoune,70000,True,Mécanique,3.3
G0477,Garage Auto Kénitra,Kénitra,14000,True,Mécanique,3.3
G0478,Garage Premium Agadir,Agadir,80000,True,Mécanique,3.6
G0479,Garage Auto Marrakech,Marrakech,40000,True,Premium,4.4
G0480,Garage Express Khouribga,Khouribga,25000,True,Mécanique,3.2
G0481,Garage Atlas Tétouan,Tétouan,93000,False,Carrosserie,4.7
G0482,Garage Auto Mohammedia,Mohammedia,28800,False,Carrosserie,3.9
G0483,Garage Maghreb Essaouira,Essaouira,44000,True,Carrosserie,4.2
G0484,Garage Premium Meknès,Meknès,50000,True,Premium,4.9
G0485,Garage Auto Salé,Salé,11000,False,Premium,3.7
G0486,Garage Premium Kénitra,Kénitra,14000,True,Toutes marques,4.9
G0487,Garage Express Meknès,Meknès,50000,True,Toutes marques,4.9
G0488,Garage Maghreb Beni Mellal,Beni Mellal,23000,False,Carrosserie,4.7
G0489,Garage Premium Marrakech,Marrakech,40000,False,Premium,4.3
G0490,Garage Auto Oujda,Oujda,60000,True,Mécanique,4.6
G0491,Garage Premium Marrakech,Marrakech,40000,False,Mécanique,4.1
G0492,Garage Express El Jadida,El Jadida,24000,True,Carrosserie,4.4
G0493,Garage Express Laâyoune,Laâyoune,70000,True,Toutes marques,4.5
G0494,Garage Maghreb Nador,Nador,62000,True,Mécanique,4.9
G0495,Garage Premium Salé,Salé,11000,True,Toutes marques,3.2
G0496,Garage Express Oujda,Oujda,60000,True,Mécanique,3.7
G0497,Garage Express Beni Mellal,Beni Mellal,23000,True,Carrosserie,5.0
G0498,Garage Atlas Khouribga,Khouribga,25000,True,Mécanique,4.8
G0499,Garage Atlas Marrakech,Marrakech,40000,True,Carrosserie,3.6
G0500,Garage Maghreb Beni Mellal,Beni Mellal,23000,False,Carrosserie,4.0
