ContractID,ClientID,VehicleID,Pack,DateSouscription,DateExpiration,PrimeAnnuelle,PrimeMensuelle,Statut,Franchise,Paiement,Reduction,Taxes,MontantFinal
CT000196,CL000040,VH000040,Premium,2021-12-11,2022-12-11,37988.93,3165.74,Résilié,800,Trimestriel,-0.0,5318.45,43307.38
CT000197,CL000040,VH000040,Gold,2025-04-06,2026-04-06,30236.09,2519.67,Actif,1200,Trimestriel,-0.0,4233.05,34469.14
CT000198,CL000041,VH000041,Premium,2024-07-30,2025-07-30,20244.86,1687.07,Expiré,800,Annuel,2419.26,2495.58,20321.18
CT000199,CL000041,VH000041,Gold+,2018-01-18,2019-01-18,17559.32,1463.28,Suspendu,1000,Annuel,2098.34,2164.54,17625.52
CT000200,CL000041,VH000041,Gold+,2020-05-04,2021-05-04,17559.32,1463.28,Actif,1000,Semestriel,2098.34,2164.54,17625.52
CT000201,CL000041,VH000041,Silver+,2023-04-05,2024-04-04,13427.71,1118.98,Actif,1500,Semestriel,1604.61,1655.23,13478.33
CT000202,CL000041,VH000041,Bronze,2018-05-10,2019-05-10,9296.11,774.68,Expiré,2000,Trimestriel,1110.89,1145.93,9331.15
CT000203,CL000041,VH000041,Gold+,2018-09-06,2019-09-06,17559.32,1463.28,Suspendu,1000,Semestriel,2098.34,2164.54,17625.52
CT000204,CL000042,VH000042,VIP,2018-03-04,2019-03-04,22822.86,1901.9,Suspendu,500,Mensuel,1768.77,2947.57,24001.66
CT000205,CL000042,VH000042,VIP,2023-12-04,2024-12-03,22822.86,1901.9,Résilié,500,Trimestriel,1768.77,2947.57,24001.66
CT000206,CL000042,VH000042,Silver,2023-03-07,2024-03-06,9129.15,760.76,Résilié,1800,Annuel,707.51,1179.03,9600.67
CT000207,CL000042,VH000042,VIP,2018-12-18,2019-12-18,22822.86,1901.9,Expiré,500,Trimestriel,1768.77,2947.57,24001.66
CT000208,CL000042,VH000042,Silver,2021-09-17,2022-09-17,9129.15,760.76,Actif,1800,Semestriel,707.51,1179.03,9600.67
CT000209,CL000043,VH000043,Silver,2024-01-15,2025-01-14,17403.57,1450.3,Actif,1800,Mensuel,478.6,2369.5,19294.47
CT000210,CL000043,VH000043,Gold+,2018-04-24,2019-04-24,25505.23,2125.44,Résilié,1000,Annuel,701.39,3472.54,28276.38
CT000211,CL000043,VH000043,Gold,2019-12-25,2020-12-24,23404.8,1950.4,Actif,1200,Semestriel,643.63,3186.56,25947.73
CT000212,CL000043,VH000043,Eco,2020-05-14,2021-05-14,8401.72,700.14,Résilié,3000,Trimestriel,231.05,1143.89,9314.56
CT000213,CL000043,VH000043,Gold,2019-04-12,2020-04-11,23404.8,1950.4,Actif,1200,Annuel,643.63,3186.56,25947.73
CT000214,CL000043,VH000043,Gold+,2021-03-02,2022-03-02,25505.23,2125.44,Résilié,1000,Annuel,701.39,3472.54,28276.38
CT000215,CL000043,VH000043,Eco,2018-04-14,2019-04-14,8401.72,700.14,Actif,3000,Annuel,231.05,1143.89,9314.56
CT000216,CL000043,VH000043,VIP,2021-07-24,2022-07-24,43508.92,3625.74,Résilié,500,Annuel,1196.5,5923.74,48236.16
CT000217,CL000043,VH000043,Silver,2019-11-08,2020-11-07,17403.57,1450.3,Actif,1800,Semestriel,478.6,2369.5,19294.47
CT000218,CL000044,VH000044,Eco,2020-02-29,2021-02-28,43788.18,3649.01,Résilié,3000,Trimestriel,-1685.84,6366.36,51840.38
CT000219,CL000044,VH000044,Eco,2023-01-01,2024-01-01,43788.18,3649.01,Expiré,3000,Trimestriel,-1685.84,6366.36,51840.38
CT000220,CL000044,VH000044,Silver+,2022-12-29,2023-12-29,101651.13,8470.93,Résilié,1500,Semestriel,-3913.57,14779.06,120343.76
CT000221,CL000044,VH000044,Gold+,2021-10-18,2022-10-18,132928.4,11077.37,Actif,1000,Annuel,-5117.74,19326.46,157372.6
CT000222,CL000044,VH000044,Gold+,2021-11-29,2022-11-29,132928.4,11077.37,Résilié,1000,Trimestriel,-5117.74,19326.46,157372.6
CT000223,CL000045,VH000045,VIP,2023-09-04,2024-09-03,16592.06,1382.67,Actif,500,Trimestriel,2439.03,1981.42,16134.45
CT000224,CL000045,VH000045,Gold,2025-04-16,2026-04-16,8925.39,743.78,Résilié,1200,Semestriel,1312.03,1065.87,8679.23
CT000225,CL000045,VH000045,Gold+,2025-01-01,2026-01-01,9726.38,810.53,Résilié,1000,Trimestriel,1429.78,1161.52,9458.12
CT000226,CL000045,VH000045,Silver,2021-08-21,2022-08-21,6636.83,553.07,Actif,1800,Mensuel,975.61,792.57,6453.79
CT000227,CL000045,VH000045,VIP,2024-02-24,2025-02-23,16592.06,1382.67,Actif,500,Mensuel,2439.03,1981.42,16134.45
CT000228,CL000045,VH000045,Bronze,2020-08-22,2021-08-22,5149.26,429.11,Résilié,2000,Mensuel,756.94,614.92,5007.24
CT000229,CL000045,VH000045,Gold+,2020-01-29,2021-01-28,9726.38,810.53,Expiré,1000,Annuel,1429.78,1161.52,9458.12
CT000230,CL000045,VH000045,Eco,2018-09-21,2019-09-21,3203.98,267.0,Suspendu,3000,Mensuel,470.99,382.62,3115.61
CT000231,CL000046,VH000046,Eco,2023-06-24,2024-06-23,6572.17,547.68,Expiré,3000,Mensuel,778.8,811.07,6604.44
CT000232,CL000046,VH000046,Bronze,2020-10-22,2021-10-22,10562.42,880.2,Actif,2000,Mensuel,1251.65,1303.51,10614.28
CT000233,CL000046,VH000046,Business,2023-04-28,2024-04-27,26288.68,2190.72,Suspendu,600,Semestriel,3115.21,3244.29,26417.76
CT000234,CL000046,VH000046,Premium,2018-11-05,2019-11-05,23002.6,1916.88,Résilié,800,Trimestriel,2725.81,2838.75,23115.54
CT000235,CL000046,VH000046,Gold,2018-07-05,2019-07-05,18308.19,1525.68,Actif,1200,Mensuel,2169.52,2259.41,18398.08
CT000236,CL000047,VH000047,Business,2022-04-29,2023-04-29,14639.49,1219.96,Expiré,600,Annuel,951.57,1916.31,15604.23
CT000237,CL000047,VH000047,Premium,2020-02-10,2021-02-09,12809.56,1067.46,Expiré,800,Mensuel,832.62,1676.77,13653.71
CT000238,CL000047,VH000047,Silver,2020-01-16,2021-01-15,7581.17,631.76,Résilié,1800,Annuel,492.78,992.37,8080.76
CT000239,CL000047,VH000047,Eco+,2018-03-04,2019-03-04,4182.71,348.56,Expiré,2500,Trimestriel,271.88,547.52,4458.35
CT000240,CL000047,VH000047,Eco,2020-07-20,2021-07-20,3659.87,304.99,Suspendu,3000,Annuel,237.89,479.08,3901.06
CT000241,CL000047,VH000047,Silver+,2018-10-25,2019-10-25,8496.13,708.01,Expiré,1500,Semestriel,552.25,1112.14,9056.02
CT000242,CL000048,VH000048,VIP,2018-01-19,2019-01-19,41875.11,3489.59,Suspendu,500,Mensuel,2784.69,5472.66,44563.08
CT000243,CL000048,VH000048,Silver+,2021-05-31,2022-05-31,18771.6,1564.3,Résilié,1500,Mensuel,1248.31,2453.26,19976.55
CT000244,CL000048,VH000048,Gold+,2018-10-14,2019-10-14,24547.48,2045.62,Expiré,1000,Semestriel,1632.41,3208.11,26123.18
CT000245,CL000048,VH000048,Silver+,2021-03-27,2022-03-27,18771.6,1564.3,Suspendu,1500,Mensuel,1248.31,2453.26,19976.55
CT000246,CL000049,VH000049,Bronze,2019-10-19,2020-10-18,5109.74,425.81,Résilié,2000,Annuel,173.73,691.04,5627.05
CT000247,CL000049,VH000049,Bronze,2022-01-30,2023-01-30,5109.74,425.81,Résilié,2000,Semestriel,173.73,691.04,5627.05
CT000248,CL000049,VH000049,Silver,2023-10-11,2024-10-10,6585.89,548.82,Résilié,1800,Trimestriel,223.92,890.68,7252.65
CT000249,CL000049,VH000049,VIP,2024-10-06,2025-10-06,16464.72,1372.06,Résilié,500,Annuel,559.8,2226.69,18131.61
CT000250,CL000049,VH000049,Silver+,2022-11-28,2023-11-28,7380.74,615.06,Actif,1500,Semestriel,250.95,998.17,8127.96
CT000251,CL000049,VH000049,Silver,2023-09-27,2024-09-26,6585.89,548.82,Actif,1800,Mensuel,223.92,890.68,7252.65
CT000252,CL000049,VH000049,Premium,2023-04-15,2024-04-14,11127.88,927.32,Expiré,800,Trimestriel,378.35,1504.93,12254.46
CT000253,CL000049,VH000049,Premium,2024-02-02,2025-02-01,11127.88,927.32,Actif,800,Annuel,378.35,1504.93,12254.46
CT000254,CL000050,VH000050,Bronze,2022-04-11,2023-04-11,6397.21,533.1,Résilié,2000,Annuel,259.09,859.34,6997.46
CT000255,CL000050,VH000050,VIP,2021-04-27,2022-04-27,20613.23,1717.77,Résilié,500,Mensuel,834.84,2768.97,22547.36
CT000256,CL000050,VH000050,Business,2020-04-20,2021-04-20,15921.94,1326.83,Suspendu,600,Trimestriel,644.84,2138.79,17415.89
CT000257,CL000050,VH000050,VIP,2023-09-10,2024-09-09,20613.23,1717.77,Suspendu,500,Mensuel,834.84,2768.97,22547.36
CT000258,CL000050,VH000050,Bronze,2024-09-04,2025-09-04,6397.21,533.1,Résilié,2000,Annuel,259.09,859.34,6997.46
CT000259,CL000050,VH000050,Silver,2019-05-18,2020-05-17,8245.29,687.11,Résilié,1800,Mensuel,333.93,1107.59,9018.95
CT000260,CL000051,VH000051,Eco+,2022-03-21,2023-03-21,2295.31,191.28,Résilié,2500,Annuel,343.15,273.3,2225.46
CT000261,CL000052,VH000052,Silver,2023-05-05,2024-05-04,9823.68,818.64,Actif,1800,Annuel,58.94,1367.06,11131.8
CT000262,CL000053,VH000053,Silver+,2018-04-06,2019-04-06,14364.72,1197.06,Résilié,1500,Trimestriel,237.02,1977.88,16105.58
CT000263,CL000053,VH000053,Gold,2025-02-11,2026-02-11,17237.66,1436.47,Résilié,1200,Semestriel,284.42,2373.45,19326.69
CT000264,CL000053,VH000053,Business,2023-10-12,2024-10-11,24751.51,2062.63,Suspendu,600,Annuel,408.4,3408.04,27751.15
CT000265,CL000053,VH000053,Eco+,2019-06-13,2020-06-12,7071.86,589.32,Résilié,2500,Annuel,116.69,973.72,7928.89
CT000266,CL000053,VH000053,Eco+,2025-05-02,2026-05-02,7071.86,589.32,Actif,2500,Semestriel,116.69,973.72,7928.89
CT000267,CL000053,VH000053,Gold,2022-02-25,2023-02-25,17237.66,1436.47,Actif,1200,Mensuel,284.42,2373.45,19326.69
CT000268,CL000054,VH000054,Premium,2019-02-01,2020-02-01,24179.0,2014.92,Résilié,800,Semestriel,447.31,3322.44,27054.13
CT000269,CL000054,VH000054,Silver,2023-12-24,2024-12-23,14310.02,1192.5,Suspendu,1800,Mensuel,264.74,1966.34,16011.62
CT000270,CL000055,VH000055,Eco+,2022-05-12,2023-05-12,3908.75,325.73,Actif,2500,Annuel,281.43,507.82,4135.14
CT000271,CL000055,VH000055,Silver,2018-11-30,2019-11-30,7084.61,590.38,Suspendu,1800,Trimestriel,510.09,920.43,7494.95
CT000272,CL000055,VH000055,Business,2021-08-13,2022-08-13,13680.62,1140.05,Suspendu,600,Mensuel,985.0,1777.39,14473.01
CT000273,CL000055,VH000055,Silver,2023-12-08,2024-12-07,7084.61,590.38,Résilié,1800,Annuel,510.09,920.43,7494.95
CT000274,CL000055,VH000055,Business,2025-05-07,2026-05-07,13680.62,1140.05,Résilié,600,Semestriel,985.0,1777.39,14473.01
CT000275,CL000055,VH000055,Bronze,2024-11-12,2025-11-12,5496.68,458.06,Actif,2000,Trimestriel,395.76,714.13,5815.05
CT000276,CL000056,VH000056,VIP,2018-03-25,2019-03-25,14247.23,1187.27,Expiré,500,Mensuel,626.88,1906.85,15527.2
CT000277,CL000056,VH000056,Gold,2021-01-20,2022-01-20,7664.03,638.67,Suspendu,1200,Annuel,337.22,1025.75,8352.56
CT000278,CL000056,VH000056,VIP,2022-10-02,2023-10-02,14247.23,1187.27,Résilié,500,Semestriel,626.88,1906.85,15527.2
CT000279,CL000056,VH000056,Eco+,2024-04-27,2025-04-27,3144.22,262.02,Actif,2500,Trimestriel,138.35,420.82,3426.69
CT000280,CL000057,VH000057,Silver,2019-09-06,2020-09-05,7694.88,641.24,Résilié,1800,Annuel,211.61,1047.66,8530.93
CT000281,CL000057,VH000057,Eco+,2021-08-11,2022-08-11,4245.45,353.79,Suspendu,2500,Annuel,116.75,578.02,4706.72
CT000282,CL000057,VH000057,Gold,2023-11-05,2024-11-04,10348.29,862.36,Actif,1200,Mensuel,284.58,1408.92,11472.63
CT000283,CL000057,VH000057,Gold+,2023-10-17,2024-10-16,11276.98,939.75,Expiré,1000,Semestriel,310.12,1535.36,12502.22
CT000284,CL000057,VH000057,Silver,2022-06-20,2023-06-20,7694.88,641.24,Expiré,1800,Trimestriel,211.61,1047.66,8530.93
CT000285,CL000058,VH000058,Silver,2023-06-29,2024-06-28,18660.78,1555.06,Actif,1800,Semestriel,1446.21,2410.04,19624.61
CT000286,CL000058,VH000058,Eco,2024-02-20,2025-02-19,9008.65,750.72,Actif,3000,Trimestriel,698.17,1163.47,9473.95
CT000287,CL000058,VH000058,Business,2021-01-05,2022-01-05,36034.62,3002.89,Expiré,600,Semestriel,2792.68,4653.87,37895.81
CT000288,CL000059,VH000059,Eco+,2022-05-08,2023-05-08,2543.15,211.93,Résilié,2500,Mensuel,306.45,313.14,2549.84
CT000289,CL000059,VH000059,Silver+,2021-11-16,2022-11-16,5165.78,430.48,Suspendu,1500,Semestriel,622.48,636.06,5179.36
CT000290,CL000059,VH000059,Gold,2022-04-23,2023-04-23,6198.93,516.58,Suspendu,1200,Semestriel,746.97,763.27,6215.23
CT000291,CL000060,VH000060,VIP,2024-11-20,2025-11-20,14943.79,1245.32,Résilié,500,Annuel,2166.85,1788.77,14565.71
CT000292,CL000060,VH000060,Eco,2021-06-26,2022-06-26,2885.7,240.47,Actif,3000,Trimestriel,418.43,345.42,2812.69
CT000293,CL000060,VH000060,Gold,2024-10-13,2025-10-13,8038.73,669.89,Actif,1200,Semestriel,1165.62,962.24,7835.35
CT000294,CL000060,VH000060,Business,2024-05-17,2025-05-17,11542.79,961.9,Actif,600,Semestriel,1673.7,1381.67,11250.76
CT000295,CL000061,VH000061,Business,2024-09-01,2025-09-01,34161.68,2846.81,Suspendu,600,Trimestriel,4475.18,4156.11,33842.61
CT000296,CL000061,VH000061,Business,2018-06-01,2019-06-01,34161.68,2846.81,Expiré,600,Mensuel,4475.18,4156.11,33842.61
CT000297,CL000061,VH000061,VIP,2019-09-27,2020-09-26,44227.18,3685.6,Expiré,500,Mensuel,5793.76,5380.68,43814.1
CT000298,CL000061,VH000061,Premium,2019-01-16,2020-01-16,29891.47,2490.96,Suspendu,800,Annuel,3915.78,3636.6,29612.29
CT000299,CL000061,VH000061,Gold+,2021-03-07,2022-03-07,25926.28,2160.52,Suspendu,1000,Annuel,3396.34,3154.19,25684.13
CT000300,CL000061,VH000061,Bronze,2020-03-08,2021-03-08,13725.68,1143.81,Résilié,2000,Semestriel,1798.06,1669.87,13597.49
CT000301,CL000062,VH000062,Gold,2019-12-11,2020-12-10,8023.12,668.59,Résilié,1200,Semestriel,730.1,1021.02,8314.04
CT000302,CL000062,VH000062,VIP,2020-08-12,2021-08-12,14914.78,1242.9,Suspendu,500,Semestriel,1357.24,1898.06,15455.6
CT000303,CL000062,VH000062,Eco,2018-10-02,2019-10-02,2880.1,240.01,Résilié,3000,Semestriel,262.09,366.52,2984.53
CT000304,CL000063,VH000063,Bronze,2024-10-29,2025-10-29,2840.09,236.67,Résilié,2000,Mensuel,426.01,337.97,2752.05
CT000305,CL000063,VH000063,Eco+,2021-12-06,2022-12-06,2019.62,168.3,Suspendu,2500,Mensuel,302.94,240.34,1957.02
CT000306,CL000063,VH000063,Gold+,2022-11-28,2023-11-28,5364.61,447.05,Résilié,1000,Annuel,804.69,638.39,5198.31
CT000307,CL000063,VH000063,Gold+,2021-09-01,2022-09-01,5364.61,447.05,Suspendu,1000,Semestriel,804.69,638.39,5198.31
CT000308,CL000064,VH000064,Eco+,2018-06-06,2019-06-06,4186.94,348.91,Suspendu,2500,Semestriel,39.78,580.6,4727.76
CT000309,CL000064,VH000064,Business,2024-02-12,2025-02-11,14654.28,1221.19,Expiré,600,Mensuel,139.22,2032.11,16547.17
CT000310,CL000064,VH000064,Gold+,2021-11-01,2022-11-01,11121.55,926.8,Suspendu,1000,Mensuel,105.65,1542.23,12558.13
CT000311,CL000065,VH000065,Premium,2023-11-04,2024-11-03,49486.89,4123.91,Résilié,800,Mensuel,-866.02,7049.41,57402.32
CT000312,CL000065,VH000065,Eco,2021-11-25,2022-11-25,14139.11,1178.26,Résilié,3000,Semestriel,-247.43,2014.12,16400.66
CT000313,CL000065,VH000065,Silver,2019-05-20,2020-05-19,29288.16,2440.68,Expiré,1800,Annuel,-512.54,4172.1,33972.8
CT000314,CL000065,VH000065,VIP,2018-05-03,2019-05-03,73220.41,6101.7,Expiré,500,Mensuel,-1281.36,10430.25,84932.02
CT000315,CL000065,VH000065,Eco+,2020-04-23,2021-04-23,16158.99,1346.58,Résilié,2500,Annuel,-282.78,2301.85,18743.62
CT000316,CL000065,VH000065,Silver,2022-02-02,2023-02-02,29288.16,2440.68,Expiré,1800,Annuel,-512.54,4172.1,33972.8
CT000317,CL000065,VH000065,Business,2018-01-18,2019-01-18,56556.45,4713.04,Résilié,600,Trimestriel,-989.74,8056.47,65602.66
CT000318,CL000066,VH000066,Gold+,2021-08-19,2022-08-19,27726.47,2310.54,Suspendu,1000,Mensuel,3202.41,3433.37,27957.43
CT000319,CL000066,VH000066,Eco+,2025-01-26,2026-01-26,10438.2,869.85,Suspendu,2500,Trimestriel,1205.61,1292.56,10525.15
CT000320,CL000066,VH000066,Bronze,2022-11-12,2023-11-12,14678.72,1223.23,Résilié,2000,Mensuel,1695.39,1817.67,14801.0
CT000321,CL000066,VH000066,Gold,2025-03-09,2026-03-09,25443.11,2120.26,Suspendu,1200,Mensuel,2938.68,3150.62,25655.05
CT000322,CL000066,VH000066,Gold,2022-08-01,2023-08-01,25443.11,2120.26,Suspendu,1200,Semestriel,2938.68,3150.62,25655.05
CT000323,CL000066,VH000066,Silver+,2019-06-02,2020-06-01,21202.59,1766.88,Expiré,1500,Semestriel,2448.9,2625.52,21379.21
CT000324,CL000067,VH000067,Gold+,2018-06-15,2019-06-15,37994.54,3166.21,Expiré,1000,Annuel,4996.28,4619.76,37618.02
CT000325,CL000067,VH000067,Silver,2021-02-07,2022-02-07,25925.68,2160.47,Résilié,1800,Mensuel,3409.23,3152.3,25668.75
CT000326,CL000067,VH000067,Bronze,2024-08-19,2025-08-19,20114.75,1676.23,Expiré,2000,Semestriel,2645.09,2445.75,19915.41
CT000327,CL000067,VH000067,Gold+,2024-04-15,2025-04-15,37994.54,3166.21,Suspendu,1000,Annuel,4996.28,4619.76,37618.02
CT000328,CL000067,VH000067,Gold,2023-08-27,2024-08-26,34865.58,2905.47,Expiré,1200,Trimestriel,4584.82,4239.31,34520.07
CT000329,CL000068,VH000068,Eco,2021-09-10,2022-09-10,4371.47,364.29,Suspendu,3000,Annuel,28.41,608.03,4951.09
CT000330,CL000068,VH000068,Gold+,2024-07-25,2025-07-25,13270.55,1105.88,Suspendu,1000,Annuel,86.26,1845.8,15030.09
CT000331,CL000068,VH000068,Eco,2018-11-18,2019-11-18,4371.47,364.29,Suspendu,3000,Trimestriel,28.41,608.03,4951.09
CT000332,CL000068,VH000068,VIP,2021-10-28,2022-10-28,22637.99,1886.5,Suspendu,500,Trimestriel,147.15,3148.72,25639.56
CT000333,CL000068,VH000068,Silver+,2023-04-21,2024-04-20,10148.07,845.67,Suspendu,1500,Semestriel,65.96,1411.5,11493.61
CT000334,CL000068,VH000068,Business,2021-10-26,2022-10-26,17485.9,1457.16,Résilié,600,Trimestriel,113.66,2432.11,19804.35
CT000335,CL000068,VH000068,Eco+,2024-11-08,2025-11-08,4995.97,416.33,Expiré,2500,Mensuel,32.47,694.89,5658.39
CT000336,CL000068,VH000068,Silver+,2022-09-04,2023-09-04,10148.07,845.67,Actif,1500,Trimestriel,65.96,1411.5,11493.61
CT000337,CL000068,VH000068,Gold,2018-05-20,2019-05-20,12177.68,1014.81,Suspendu,1200,Mensuel,79.15,1693.79,13792.32
CT000338,CL000069,VH000069,VIP,2024-11-25,2025-11-25,13856.2,1154.68,Résilié,500,Semestriel,415.69,1881.67,15322.18
CT000339,CL000069,VH000069,Gold,2020-02-17,2021-02-16,7453.68,621.14,Actif,1200,Trimestriel,223.61,1012.21,8242.28
CT000340,CL000069,VH000069,Silver+,2019-11-26,2020-11-25,6211.4,517.62,Actif,1500,Mensuel,186.34,843.51,6868.57
CT000341,CL000069,VH000069,Silver,2019-04-23,2020-04-22,5542.48,461.87,Actif,1800,Trimestriel,166.27,752.67,6128.88
CT000342,CL000069,VH000069,VIP,2022-06-02,2023-06-02,13856.2,1154.68,Expiré,500,Trimestriel,415.69,1881.67,15322.18
CT000343,CL000069,VH000069,Eco,2018-10-05,2019-10-05,2675.68,222.97,Résilié,3000,Semestriel,80.27,363.36,2958.77
CT000344,CL000070,VH000070,VIP,2025-02-17,2026-02-17,9214.71,767.89,Résilié,500,Mensuel,1313.1,1106.23,9007.84
CT000345,CL000070,VH000070,Gold+,2022-01-28,2023-01-28,5401.73,450.14,Expiré,1000,Mensuel,769.75,648.48,5280.46
CT000346,CL000070,VH000070,VIP,2021-12-06,2022-12-06,9214.71,767.89,Résilié,500,Trimestriel,1313.1,1106.23,9007.84
CT000347,CL000070,VH000070,Eco,2021-06-03,2022-06-03,1779.39,148.28,Suspendu,3000,Semestriel,253.56,213.62,1739.45
CT000348,CL000070,VH000070,Eco,2020-04-30,2021-04-30,1779.39,148.28,Actif,3000,Trimestriel,253.56,213.62,1739.45
CT000349,CL000070,VH000070,Gold,2020-02-17,2021-02-16,4956.88,413.07,Résilié,1200,Mensuel,706.36,595.07,4845.59
CT000350,CL000070,VH000070,Silver+,2020-03-24,2021-03-24,4130.73,344.23,Expiré,1500,Mensuel,588.63,495.89,4037.99
CT000351,CL000070,VH000070,VIP,2018-12-10,2019-12-10,9214.71,767.89,Actif,500,Trimestriel,1313.1,1106.23,9007.84
CT000352,CL000070,VH000070,Eco,2019-01-12,2020-01-12,1779.39,148.28,Expiré,3000,Mensuel,253.56,213.62,1739.45
CT000353,CL000071,VH000071,Silver,2024-06-18,2025-06-18,22207.68,1850.64,Actif,1800,Mensuel,410.84,3051.56,24848.4
CT000354,CL000071,VH000071,Silver,2018-04-21,2019-04-21,22207.68,1850.64,Suspendu,1800,Mensuel,410.84,3051.56,24848.4
CT000355,CL000071,VH000071,Eco+,2018-06-21,2019-06-21,12252.51,1021.04,Actif,2500,Semestriel,226.67,1683.62,13709.46
CT000356,CL000071,VH000071,VIP,2021-10-24,2022-10-24,55519.2,4626.6,Suspendu,500,Mensuel,1027.11,7628.89,62120.98
CT000357,CL000071,VH000071,Gold+,2020-12-29,2021-12-29,32545.74,2712.14,Actif,1000,Trimestriel,602.1,4472.11,36415.75
CT000358,CL000072,VH000072,Silver,2018-06-14,2019-06-14,3319.5,276.62,Suspendu,1800,Semestriel,74.69,454.27,3699.08
CT000359,CL000072,VH000072,Silver,2025-04-24,2026-04-24,3319.5,276.62,Actif,1800,Trimestriel,74.69,454.27,3699.08
CT000360,CL000072,VH000072,Bronze,2018-04-25,2019-04-25,2575.48,214.62,Actif,2000,Semestriel,57.95,352.45,2869.98
CT000361,CL000073,VH000073,Silver,2024-10-23,2025-10-23,10910.57,909.21,Actif,1800,Trimestriel,780.11,1418.26,11548.72
CT000362,CL000073,VH000073,Silver,2021-01-29,2022-01-29,10910.57,909.21,Expiré,1800,Semestriel,780.11,1418.26,11548.72
CT000363,CL000073,VH000073,Gold,2019-08-12,2020-08-11,14672.84,1222.74,Actif,1200,Trimestriel,1049.11,1907.32,15531.05
CT000364,CL000073,VH000073,Silver,2022-10-29,2023-10-29,10910.57,909.21,Actif,1800,Annuel,780.11,1418.26,11548.72
CT000365,CL000073,VH000073,Bronze,2023-02-15,2024-02-15,8465.1,705.43,Suspendu,2000,Annuel,605.25,1100.38,8960.23
CT000366,CL000073,VH000073,Silver+,2018-06-13,2019-06-13,12227.36,1018.95,Résilié,1500,Annuel,874.26,1589.43,12942.53
CT000367,CL000074,VH000074,Eco+,2021-06-10,2022-06-10,14067.99,1172.33,Expiré,2500,Annuel,218.05,1938.99,15788.93
CT000368,CL000074,VH000074,Eco,2025-01-29,2026-01-29,12309.49,1025.79,Actif,3000,Semestriel,190.8,1696.62,13815.31
CT000369,CL000074,VH000074,Bronze,2023-04-06,2024-04-05,19783.11,1648.59,Expiré,2000,Mensuel,306.64,2726.71,22203.18
CT000370,CL000075,VH000075,Gold+,2018-04-22,2019-04-22,12995.44,1082.95,Actif,1000,Annuel,441.84,1757.5,14311.1
CT000371,CL000075,VH000075,Gold,2021-09-04,2022-09-04,11925.22,993.77,Suspendu,1200,Trimestriel,405.46,1612.77,13132.53
CT000372,CL000075,VH000075,Gold+,2025-05-15,2026-05-15,12995.44,1082.95,Expiré,1000,Annuel,441.84,1757.5,14311.1
CT000373,CL000075,VH000075,Business,2025-05-24,2026-05-24,17123.4,1426.95,Actif,600,Trimestriel,582.2,2315.77,18856.97
CT000374,CL000076,VH000076,Gold,2022-04-22,2023-04-22,26432.23,2202.69,Actif,1200,Trimestriel,3119.0,3263.85,26577.08
CT000375,CL000076,VH000076,Gold+,2023-09-27,2024-09-26,28804.35,2400.36,Expiré,1000,Semestriel,3398.91,3556.76,28962.2
CT000376,CL000076,VH000076,Eco+,2018-01-29,2019-01-29,10843.99,903.67,Résilié,2500,Trimestriel,1279.59,1339.02,10903.42
CT000377,CL000076,VH000076,Business,2021-09-09,2022-09-09,37953.97,3162.83,Suspendu,600,Mensuel,4478.57,4686.56,38161.96
CT000378,CL000076,VH000076,Bronze,2020-03-09,2021-03-09,15249.36,1270.78,Résilié,2000,Mensuel,1799.42,1882.99,15332.93
CT000379,CL000077,VH000077,Premium,2021-04-14,2022-04-14,21572.51,1797.71,Expiré,800,Annuel,2491.62,2671.32,21752.21
CT000380,CL000077,VH000077,Premium,2025-04-04,2026-04-04,21572.51,1797.71,Suspendu,800,Mensuel,2491.62,2671.32,21752.21
CT000381,CL000077,VH000077,Bronze,2022-01-31,2023-01-31,9905.74,825.48,Actif,2000,Semestriel,1144.11,1226.63,9988.26
CT000382,CL000078,VH000078,Bronze,2022-11-03,2023-11-03,3622.81,301.9,Expiré,2000,Mensuel,220.99,476.25,3878.07
CT000383,CL000079,VH000079,Silver+,2021-10-25,2022-10-25,8230.84,685.9,Actif,1500,Annuel,316.89,1107.95,9021.9
CT000384,CL000079,VH000079,Eco,2020-03-06,2021-03-06,3545.59,295.47,Expiré,3000,Trimestriel,136.51,477.27,3886.35
CT000385,CL000079,VH000079,Business,2022-07-29,2023-07-29,14182.37,1181.86,Actif,600,Semestriel,546.02,1909.09,15545.44
CT000386,CL000079,VH000079,Bronze,2018-06-04,2019-06-04,5698.27,474.86,Actif,2000,Trimestriel,219.38,767.04,6245.93
CT000387,CL000080,VH000080,Bronze,2021-02-22,2022-02-22,4131.01,344.25,Résilié,2000,Semestriel,503.98,507.78,4134.81
CT000388,CL000080,VH000080,Gold,2022-02-15,2023-02-15,7160.42,596.7,Actif,1200,Mensuel,873.57,880.16,7167.01
CT000389,CL000080,VH000080,Silver,2019-11-23,2020-11-22,5324.42,443.7,Actif,1800,Trimestriel,649.58,654.48,5329.32
CT000390,CL000080,VH000080,Gold,2020-07-23,2021-07-23,7160.42,596.7,Actif,1200,Trimestriel,873.57,880.16,7167.01
CT000391,CL000080,VH000080,Gold+,2021-06-15,2022-06-15,7803.03,650.25,Résilié,1000,Mensuel,951.97,959.15,7810.21
