GarantieID,Nom,Pack,Plafond,Franchise,Description,Active
GA00264,Véhicule de remplacement 7 jours en cas d'accident,Bronze,999999,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00265,Protection juridique jusqu'à 15 000 MAD,Silver+,200000,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00266,Catastrophes naturelles et technologiques,Bronze,999999,1500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00267,Dommages tous accidents avec franchise modulable,Business,500000,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00268,Incendie et explosion du véhicule,Premium,500000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00269,Vol avec effraction et agression,Business,50000,3000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00270,Responsabilité civile illimitée en dommages corporels,Gold+,500000,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00271,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver,50000,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00272,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,50000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00273,Assistance 0 km 24h/24 au Maroc et en Europe,Eco,999999,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00274,Véhicule de remplacement 7 jours en cas d'accident,Business,999999,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00275,Protection juridique jusqu'à 15 000 MAD,Bronze,100000,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00276,Catastrophes naturelles et technologiques,Silver+,999999,1500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00277,Dommages tous accidents avec franchise modulable,VIP,100000,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00278,Incendie et explosion du véhicule,VIP,100000,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00279,Vol avec effraction et agression,Silver,100000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00280,Responsabilité civile illimitée en dommages corporels,Premium,500000,0,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00281,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,100000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00282,Bris de glace sans franchise limité à 2 sinistres/an,Bronze,200000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00283,Assistance 0 km 24h/24 au Maroc et en Europe,Eco+,500000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00284,Véhicule de remplacement 7 jours en cas d'accident,Bronze,999999,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00285,Protection juridique jusqu'à 15 000 MAD,VIP,999999,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00286,Catastrophes naturelles et technologiques,Silver,999999,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00287,Dommages tous accidents avec franchise modulable,Bronze,50000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00288,Incendie et explosion du véhicule,Premium,500000,500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00289,Vol avec effraction et agression,Gold+,200000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00290,Responsabilité civile illimitée en dommages corporels,Gold+,50000,0,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00291,Dommages corporels du conducteur jusqu'à 500 000 MAD,Business,200000,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00292,Bris de glace sans franchise limité à 2 sinistres/an,Premium,200000,1000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00293,Assistance 0 km 24h/24 au Maroc et en Europe,Premium,100000,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00294,Véhicule de remplacement 7 jours en cas d'accident,Eco,999999,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00295,Protection juridique jusqu'à 15 000 MAD,Business,500000,2000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00296,Catastrophes naturelles et technologiques,Gold,500000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00297,Dommages tous accidents avec franchise modulable,Silver,500000,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00298,Incendie et explosion du véhicule,VIP,50000,2000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00299,Vol avec effraction et agression,VIP,999999,3000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00300,Responsabilité civile illimitée en dommages corporels,VIP,100000,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00301,Dommages corporels du conducteur jusqu'à 500 000 MAD,VIP,500000,1000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00302,Bris de glace sans franchise limité à 2 sinistres/an,Gold,50000,500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00303,Assistance 0 km 24h/24 au Maroc et en Europe,Business,200000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00304,Véhicule de remplacement 7 jours en cas d'accident,Eco,100000,0,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00305,Protection juridique jusqu'à 15 000 MAD,VIP,200000,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00306,Catastrophes naturelles et technologiques,Silver,200000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00307,Dommages tous accidents avec franchise modulable,Silver,500000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00308,Incendie et explosion du véhicule,VIP,100000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00309,Vol avec effraction et agression,VIP,50000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00310,Responsabilité civile illimitée en dommages corporels,Gold,50000,0,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00311,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver+,500000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00312,Bris de glace sans franchise limité à 2 sinistres/an,Bronze,200000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00313,Assistance 0 km 24h/24 au Maroc et en Europe,Bronze,500000,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00314,Véhicule de remplacement 7 jours en cas d'accident,Eco,50000,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00315,Protection juridique jusqu'à 15 000 MAD,Business,50000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00316,Catastrophes naturelles et technologiques,Gold+,50000,500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00317,Dommages tous accidents avec franchise modulable,Gold+,50000,3000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00318,Incendie et explosion du véhicule,Bronze,200000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00319,Vol avec effraction et agression,Silver,999999,500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00320,Responsabilité civile illimitée en dommages corporels,Eco+,500000,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00321,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver,50000,1000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00322,Bris de glace sans franchise limité à 2 sinistres/an,Gold,50000,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00323,Assistance 0 km 24h/24 au Maroc et en Europe,Premium,50000,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00324,Véhicule de remplacement 7 jours en cas d'accident,Silver,100000,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00325,Protection juridique jusqu'à 15 000 MAD,Gold,500000,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00326,Catastrophes naturelles et technologiques,Eco,200000,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00327,Dommages tous accidents avec franchise modulable,Silver+,100000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00328,Incendie et explosion du véhicule,Eco+,200000,500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00329,Vol avec effraction et agression,Gold+,500000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00330,Responsabilité civile illimitée en dommages corporels,VIP,50000,0,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00331,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold,200000,1000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00332,Bris de glace sans franchise limité à 2 sinistres/an,Gold,50000,1000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00333,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,50000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00334,Véhicule de remplacement 7 jours en cas d'accident,Silver+,50000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00335,Protection juridique jusqu'à 15 000 MAD,Eco,200000,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00336,Catastrophes naturelles et technologiques,Gold+,999999,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00337,Dommages tous accidents avec franchise modulable,Premium,50000,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00338,Incendie et explosion du véhicule,Eco+,500000,1000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00339,Vol avec effraction et agression,VIP,200000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00340,Responsabilité civile illimitée en dommages corporels,Silver+,999999,500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00341,Dommages corporels du conducteur jusqu'à 500 000 MAD,Eco,50000,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00342,Bris de glace sans franchise limité à 2 sinistres/an,VIP,100000,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00343,Assistance 0 km 24h/24 au Maroc et en Europe,Gold+,999999,3000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00344,Véhicule de remplacement 7 jours en cas d'accident,Gold,200000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00345,Protection juridique jusqu'à 15 000 MAD,Silver,500000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00346,Catastrophes naturelles et technologiques,Business,500000,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00347,Dommages tous accidents avec franchise modulable,Gold+,500000,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00348,Incendie et explosion du véhicule,VIP,500000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00349,Vol avec effraction et agression,Bronze,999999,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00350,Responsabilité civile illimitée en dommages corporels,Premium,100000,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00351,Dommages corporels du conducteur jusqu'à 500 000 MAD,Eco+,200000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00352,Bris de glace sans franchise limité à 2 sinistres/an,VIP,500000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00353,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,999999,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00354,Véhicule de remplacement 7 jours en cas d'accident,Gold,50000,0,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00355,Protection juridique jusqu'à 15 000 MAD,Silver,100000,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00356,Catastrophes naturelles et technologiques,Silver,200000,500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00357,Dommages tous accidents avec franchise modulable,Gold+,200000,0,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00358,Incendie et explosion du véhicule,Silver+,200000,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00359,Vol avec effraction et agression,Bronze,999999,2000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00360,Responsabilité civile illimitée en dommages corporels,Silver+,500000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00361,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver,999999,500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00362,Bris de glace sans franchise limité à 2 sinistres/an,VIP,50000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00363,Assistance 0 km 24h/24 au Maroc et en Europe,Premium,999999,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00364,Véhicule de remplacement 7 jours en cas d'accident,Gold+,500000,0,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00365,Protection juridique jusqu'à 15 000 MAD,Eco,999999,0,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00366,Catastrophes naturelles et technologiques,Eco,200000,1000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00367,Dommages tous accidents avec franchise modulable,Silver,100000,0,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00368,Incendie et explosion du véhicule,Eco+,500000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00369,Vol avec effraction et agression,Business,50000,500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00370,Responsabilité civile illimitée en dommages corporels,VIP,100000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00371,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver+,200000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00372,Bris de glace sans franchise limité à 2 sinistres/an,VIP,50000,500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00373,Assistance 0 km 24h/24 au Maroc et en Europe,Eco,100000,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00374,Véhicule de remplacement 7 jours en cas d'accident,Business,100000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00375,Protection juridique jusqu'à 15 000 MAD,Eco+,200000,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00376,Catastrophes naturelles et technologiques,Eco,500000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00377,Dommages tous accidents avec franchise modulable,Eco+,200000,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00378,Incendie et explosion du véhicule,Premium,999999,500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00379,Vol avec effraction et agression,Business,999999,2000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00380,Responsabilité civile illimitée en dommages corporels,Eco+,500000,500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00381,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,500000,3000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00382,Bris de glace sans franchise limité à 2 sinistres/an,Silver+,500000,1000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00383,Assistance 0 km 24h/24 au Maroc et en Europe,Bronze,100000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00384,Véhicule de remplacement 7 jours en cas d'accident,VIP,999999,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00385,Protection juridique jusqu'à 15 000 MAD,VIP,200000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00386,Catastrophes naturelles et technologiques,Gold,200000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00387,Dommages tous accidents avec franchise modulable,Bronze,200000,0,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00388,Incendie et explosion du véhicule,Silver,50000,1000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00389,Vol avec effraction et agression,Bronze,999999,3000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00390,Responsabilité civile illimitée en dommages corporels,Bronze,200000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00391,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,500000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00392,Bris de glace sans franchise limité à 2 sinistres/an,Business,50000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00393,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,500000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00394,Véhicule de remplacement 7 jours en cas d'accident,Eco,500000,0,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00395,Protection juridique jusqu'à 15 000 MAD,Premium,999999,0,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00396,Catastrophes naturelles et technologiques,Business,100000,500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00397,Dommages tous accidents avec franchise modulable,VIP,999999,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00398,Incendie et explosion du véhicule,Premium,500000,1000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00399,Vol avec effraction et agression,Gold,100000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00400,Responsabilité civile illimitée en dommages corporels,Gold+,200000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00401,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,500000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00402,Bris de glace sans franchise limité à 2 sinistres/an,Bronze,50000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00403,Assistance 0 km 24h/24 au Maroc et en Europe,Silver,200000,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00404,Véhicule de remplacement 7 jours en cas d'accident,Business,999999,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00405,Protection juridique jusqu'à 15 000 MAD,Gold,50000,0,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00406,Catastrophes naturelles et technologiques,Premium,999999,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00407,Dommages tous accidents avec franchise modulable,Premium,200000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00408,Incendie et explosion du véhicule,Bronze,500000,1000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00409,Vol avec effraction et agression,Bronze,500000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00410,Responsabilité civile illimitée en dommages corporels,Gold,100000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00411,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver,50000,3000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00412,Bris de glace sans franchise limité à 2 sinistres/an,Eco,100000,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00413,Assistance 0 km 24h/24 au Maroc et en Europe,Gold+,200000,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00414,Véhicule de remplacement 7 jours en cas d'accident,Bronze,500000,1500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00415,Protection juridique jusqu'à 15 000 MAD,Silver+,50000,2000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00416,Catastrophes naturelles et technologiques,Bronze,999999,1000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00417,Dommages tous accidents avec franchise modulable,VIP,200000,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00418,Incendie et explosion du véhicule,Gold,999999,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00419,Vol avec effraction et agression,VIP,50000,500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00420,Responsabilité civile illimitée en dommages corporels,VIP,50000,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00421,Dommages corporels du conducteur jusqu'à 500 000 MAD,Premium,500000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00422,Bris de glace sans franchise limité à 2 sinistres/an,Eco+,100000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00423,Assistance 0 km 24h/24 au Maroc et en Europe,Eco+,50000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00424,Véhicule de remplacement 7 jours en cas d'accident,Silver,200000,1500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00425,Protection juridique jusqu'à 15 000 MAD,Business,200000,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00426,Catastrophes naturelles et technologiques,VIP,50000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00427,Dommages tous accidents avec franchise modulable,Premium,500000,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00428,Incendie et explosion du véhicule,Gold,200000,1000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00429,Vol avec effraction et agression,Bronze,100000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00430,Responsabilité civile illimitée en dommages corporels,Premium,999999,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00431,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,50000,500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00432,Bris de glace sans franchise limité à 2 sinistres/an,Bronze,999999,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00433,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,500000,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00434,Véhicule de remplacement 7 jours en cas d'accident,Silver,100000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00435,Protection juridique jusqu'à 15 000 MAD,Eco,100000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00436,Catastrophes naturelles et technologiques,Business,500000,1500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00437,Dommages tous accidents avec franchise modulable,Eco,500000,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00438,Incendie et explosion du véhicule,Business,500000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00439,Vol avec effraction et agression,VIP,500000,3000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00440,Responsabilité civile illimitée en dommages corporels,Eco,100000,500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00441,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,50000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00442,Bris de glace sans franchise limité à 2 sinistres/an,Eco+,100000,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00443,Assistance 0 km 24h/24 au Maroc et en Europe,Premium,200000,1500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00444,Véhicule de remplacement 7 jours en cas d'accident,Bronze,500000,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00445,Protection juridique jusqu'à 15 000 MAD,Silver+,999999,0,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00446,Catastrophes naturelles et technologiques,Gold,50000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00447,Dommages tous accidents avec franchise modulable,Premium,200000,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00448,Incendie et explosion du véhicule,Gold+,500000,2000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00449,Vol avec effraction et agression,Silver,500000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
